Продукт,Калорийность,Белки,Жиры,Углеводы
"Бамбук, побеги, консервированные, сухой продукт без маринада",19 кКал,"1,72 г","0,4 г","1,82 г"
"Бамбук, побеги, сырые",27 кКал,"2,6 г","0,3 г",3 г
"Батат, картофель сладкий",60 кКал,2 г,"0,05 г","13,3 г"
"Батат, картофель сладкий",86 кКал,"1,57 г","0,05 г","17,12 г"
"Батат, картофель сладкий запеченный в кожуре, без соли",90 кКал,"2,01 г","0,15 г","17,41 г"
"Батат, картофель сладкий, вареный без соли",76 кКал,"1,37 г","0,14 г","15,22 г"
"Батат, картофель сладкий, вареный с солью",76 кКал,"1,37 г","0,14 г","15,22 г"
"Батат, картофель сладкий, замороженный, запеченный без соли",100 кКал,"1,71 г","0,12 г","21,6 г"
"Батат, картофель сладкий, замороженный, запеченный с солью",100 кКал,"1,71 г","0,12 г","21,6 г"
"Батат, картофель сладкий, замороженный, неприготовленный",96 кКал,"1,71 г","0,18 г","20,52 г"
"Батат, картофель сладкий, запеченный в кожуре, с солью",90 кКал,"2,01 г","0,15 г","17,41 г"
"Батат, картофель сладкий, засахаренный, домашнего приготовления",164 кКал,"0,89 г","3,54 г","30,02 г"
"Батат, картофель сладкий, консервированный и вакуумной упаковке",91 кКал,"1,65 г","0,2 г","19,32 г"
"Батат, картофель сладкий, консервированный с сиропом",89 кКал,"0,98 г","0,2 г","18,43 г"
"Батат, картофель сладкий, консервированный с сиропом, сухой продукт без маринада",108 кКал,"1,28 г","0,32 г","22,36 г"
"Батат, картофель сладкий, листья, приготовленные на пару, без соли",35 кКал,"2,18 г","0,34 г","5,48 г"
"Батат, картофель сладкий, листья, приготовленные на пару, с солью",35 кКал,"2,18 г","0,34 г","5,48 г"
"Батат, картофель сладкий, листья, сырые",42 кКал,"2,49 г","0,51 г","3,52 г"
"Батат, картофель сладкий, пюре, консервированный",101 кКал,"1,98 г","0,2 г","21,49 г"
"Белокопытник , вареный, без соли",8 кКал,"0,23 г","0,02 г","2,16 г"
"Белокопытник японский, сырой",14 кКал,"0,39 г","0,04 г","3,61 г"
"Белокопытник, вареный, с солью",8 кКал,"0,23 г","0,02 г","2,16 г"
"Белокопытник, консервированный",3 кКал,"0,11 г","0,13 г","0,38 г"
"Бок-чой (пак-чой, китайская капуста)",13 кКал,"1,5 г","0,2 г","1,18 г"
"Бок-чой (пак-чой, китайская капуста) вареная, без соли",12 кКал,"1,56 г","0,16 г","0,78 г"
"Бок-чой (пак-чой, китайская капуста) вареная, с солью",12 кКал,"1,56 г","0,16 г","0,78 г"
Брокколи,34 кКал,"2,82 г","0,37 г","4,04 г"
"Брокколи китайская, приготовленная",22 кКал,"1,14 г","0,72 г","1,31 г"
"Брокколи, вареная, без соли",35 кКал,"2,38 г","0,41 г","3,88 г"
"Брокколи, вареная, с солью",35 кКал,"2,38 г","0,41 г","3,88 г"
"Брокколи, ветви, замороженная, вареная, с солью",28 кКал,"3,1 г","0,11 г","2,35 г"
"Брокколи, замороженная, вареная с солью",28 кКал,"3,1 г","0,12 г","2,35 г"
"Брокколи, замороженная, вареная, без соли",28 кКал,"3,1 г","0,12 г","2,35 г"
"Брокколи, замороженная, неприготовленная",26 кКал,"2,81 г","0,29 г","1,78 г"
"Брокколи, листья, сырая",28 кКал,"2,98 г","0,35 г","2,76 г"
"Брокколи, побеги, замороженные, вареные, без соли",28 кКал,"3,1 г","0,11 г","2,36 г"
"Брокколи, побеги, замороженные, неприготовленные",29 кКал,"3,06 г","0,34 г","2,35 г"
"Брокколи, стебель, сырая",28 кКал,"2,98 г","0,35 г","5,24 г"
"Брокколи, цветы, сырая",28 кКал,"2,98 г","0,35 г","2,76 г"
Брюква,37 кКал,"1,2 г","0,1 г","7,7 г"
Брюква припущенная по 1-214,54 кКал,"1,3 г","1,6 г","8,4 г"
"Брюква, вареная, без соли",30 кКал,"0,93 г","0,18 г","5,04 г"
"Брюква, вареная, с солью",30 кКал,"0,93 г","0,18 г","5,04 г"
"Брюква, сырая",37 кКал,"1,08 г","0,16 г","6,32 г"
Брюссельская капуста,35 кКал,"4,8 г","0,3 г","3,1 г"
"Брюссельская капуста, вареная, без соли",36 кКал,"2,55 г","0,5 г","4,5 г"
"Брюссельская капуста, вареная, с солью",36 кКал,"2,55 г","0,5 г","4,5 г"
"Брюссельская капуста, замороженная, вареная, без соли",42 кКал,"3,64 г","0,39 г","4,22 г"
"Брюссельская капуста, замороженная, вареная, с солью",42 кКал,"3,64 г","0,39 г","4,22 г"
"Брюссельская капуста, замороженная, неприготовленная",41 кКал,"3,78 г","0,41 г","4,06 г"
"Брюссельская капуста, сырая",43 кКал,"3,38 г","0,3 г","5,15 г"
"Валерианелла, сырая",21 кКал,2 г,"0,4 г","3,6 г"
"Вассаби, корень, сырой",109 кКал,"4,8 г","0,63 г","15,74 г"
"Виноградные листья, консервированные",69 кКал,"4,27 г","1,97 г","1,81 г"
"Виноградные листья, сырые",93 кКал,"5,6 г","2,12 г","6,31 г"
Водный шпинат (болотная капуста),19 кКал,"2,6 г","0,2 г","1,03 г"
"Водный шпинат (болотная капуста) вареный, без соли",20 кКал,"2,08 г","0,24 г","1,8 г"
"Водный шпинат (болотная капуста) вареный, с солью",20 кКал,"2,08 г","0,24 г","1,8 г"
Водяной кресс (жеруха),11 кКал,"2,3 г","0,1 г","0,79 г"
"Восковая тыква, вареная, без соли",14 кКал,"0,4 г","0,2 г","2,04 г"
"Восковая тыква, вареная, с солью",11 кКал,"0,4 г","0,2 г","1,45 г"
"Восковая тыква, сырая",13 кКал,"0,4 г","0,2 г","0,1 г"
Голубцы овощные по 1-256,95 кКал,"2,2 г","5,2 г","9,7 г"
"Горох и лук, замороженные, вареные, без соли",45 кКал,"2,54 г","0,2 г","6,43 г"
"Горох и лук, замороженные, вареные, с солью",45 кКал,"2,54 г","0,2 г","6,43 г"
"Горох и лук, замороженные, неприготовленные",70 кКал,"3,98 г","0,32 г","10,01 г"
"Горох и лук, консервированные",51 кКал,"3,28 г","0,38 г","6,27 г"
"Горох и морковь, замороженные, вареные, без соли",48 кКал,"3,09 г","0,42 г","7,02 г"
"Горох и морковь, замороженные, вареные, с солью",48 кКал,"3,09 г","0,42 г","7,02 г"
"Горох и морковь, замороженные, неприготовленные",53 кКал,"3,4 г","0,47 г","7,75 г"
"Горох и морковь, консервированные, без добавления соли",38 кКал,"2,17 г","0,27 г","5,18 г"
"Горох и морковь, консервированные, стандартная упаковка",38 кКал,"2,17 г","0,27 г","6,48 г"
"Горчица листовая, вареная, без соли",26 кКал,"2,56 г","0,47 г","2,51 г"
"Горчица листовая, вареная, с солью",26 кКал,"2,56 г","0,47 г","2,51 г"
"Горчица листовая, замороженная, вареная, без соли",19 кКал,"2,27 г","0,25 г","0,31 г"
"Горчица листовая, замороженная, вареная, с солью",19 кКал,"2,27 г","0,25 г","0,31 г"
"Горчица листовая, замороженная, неприготовленная",20 кКал,"2,49 г","0,27 г","0,11 г"
"Горчица листовая, сырая",27 кКал,"2,86 г","0,42 г","1,47 г"
"Горчица шпинатная, вареная, без соли",16 кКал,"1,7 г","0,2 г","0,8 г"
"Горчица шпинатная, вареная, с солью",16 кКал,"1,7 г","0,2 г","0,8 г"
"Горчица шпинатная, сырая",22 кКал,"2,2 г","0,3 г","1,1 г"
Гратен из картофеля,134 кКал,"5,06 г","7,59 г","9,46 г"
"Гратен из картофеля, домашнего приготовления по рецепту с добавлением маргарина",132 кКал,"5,06 г","7,59 г","9,47 г"
"Гратен из картофеля, сухая смесь, неприготовленный",314 кКал,"8,9 г","3,7 г","70,21 г"
"Гратен из картофеля, сухая смесь, приготовленный с добавлением воды, молока и масла",93 кКал,"2,3 г","4,12 г","11,94 г"
"Грифола курчавая, гриб-баран, мейтаке",31 кКал,"1,94 г","0,19 г","4,27 г"
"Джут длинноплодный, вареный, без соли",37 кКал,"3,68 г","0,2 г","5,29 г"
"Джут длинноплодный, вареный, с солью",37 кКал,"3,68 г","0,2 г","5,29 г"
"Джут длинноплодный, сырой",34 кКал,"4,65 г","0,25 г","5,8 г"
Драники картофельные по 1-242,127 кКал,"2,7 г","4,5 г","18,6 г"
"Желуди, тушеные, апачи",95 кКал,"6,81 г","3,47 г","8,52 г"
"Закуска чау-чау, маринованные огурцы и овощи с горчицей, сладкая",121 кКал,"1,5 г","0,9 г","25,14 г"
Запеканка из тыквы по 1-254,137 кКал,"4,1 г","6,1 г","16,3 г"
Запеканка капустная по 1-248,114 кКал,"3,1 г","5,2 г","13,5 г"
Запеканка картофельная с овощами по 1-248,136 кКал,3 г,"5,9 г","17,5 г"
"Зелень кориандра (кинза), сырая",23 кКал,"2,13 г","0,52 г","0,87 г"
Икра баклажановая. Консервы,148 кКал,"1,7 г","13,3 г","5,1 г"
Икра кабачковая по 1-92,78 кКал,"1,2 г","4,7 г","7,7 г"
Икра кабачковая. Консервы,119 кКал,"1,9 г","8,9 г","7,7 г"
Икра свекольная по 1-96,119 кКал,"2,3 г","6,8 г","11,7 г"
"Имбиря корень маринованный, консервированный, с искуственным подсластителем",20 кКал,"0,33 г","0,1 г","2,23 г"
Имбиря корень сырой,80 кКал,"1,82 г","0,75 г","15,77 г"
Кабачки жареные по 1-238,88 кКал,"1,1 г","5,9 г","7,5 г"
Кабачки запеченные по 1-258,140 кКал,"2,7 г",10 г,"9,7 г"
Кабачки припущенные по 1-216,39 кКал,"0,7 г","1,8 г",5 г
Кабачки тушенные в сметане по 2-52,69 кКал,1 г,"4,7 г","5,9 г"
Кабачки фаршированные овощами по 1-94,130 кКал,"2,3 г","10,5 г","6,3 г"
Кабачок,24 кКал,"0,6 г","0,3 г","4,6 г"
Кабачок желтый,19 кКал,"1,01 г","0,27 г","2,88 г"
"Кабачок желтый вареный, без соли",19 кКал,"1,04 г","0,39 г","2,69 г"
"Кабачок желтый вареный, с солью",19 кКал,"1,04 г","0,39 г","2,69 г"
"Кабачок желтый консервированный, без соли",13 кКал,"0,61 г","0,07 г","1,56 г"
"Кабачок желтый, замороженный",20 кКал,"0,83 г","0,14 г","3,6 г"
"Кабачок желтый, замороженный, вареный, без соли",25 кКал,"1,28 г","0,2 г","4,14 г"
"Кабачок желтый, замороженный, вареный, с солью",25 кКал,"1,28 г","0,2 г","4,14 г"
"Кабачок, все сорта",16 кКал,"1,21 г","0,18 г","2,25 г"
"Кабачок, все сорта, вареный, без соли",20 кКал,"0,91 г","0,31 г","2,91 г"
"Кабачок, все сорта, вареный, с солью",20 кКал,"0,91 г","0,31 г","2,91 г"
"Кале (кудрявая капуста, браунколь)",35 кКал,"2,92 г","1,49 г","0,32 г"
"Кале (кудрявая капуста, браунколь), вареная, без соли",36 кКал,"2,94 г","1,21 г","1,3 г"
"Кале (кудрявая капуста, браунколь), вареная, замороженная, без соли",36 кКал,"2,94 г","1,21 г",3 г
"Кале (кудрявая капуста, браунколь), замороженная, неприготовленная",28 кКал,"2,66 г","0,46 г","2,88 г"
"Кале, вареная, с солью",44 кКал,"2,94 г","1,21 г",3 г
"Кале, замороженная, вареная с солью",36 кКал,"2,94 г","1,21 г",3 г
"Каперсы, консервированные",23 кКал,"2,36 г","0,86 г","1,69 г"
Капуста белокочанная,25 кКал,"1,28 г","0,1 г","3,3 г"
Капуста белокочанная,28 кКал,"1,8 г","0,2 г","4,7 г"
"Капуста белокочанная (датская, домашняя и сорта конической формы), прошлогодняя",24 кКал,"1,21 г","0,18 г","3,07 г"
"Капуста белокочанная (датская, домашняя и сорта конической формы), урожая текущего года, сырая",24 кКал,"1,21 г","0,18 г","3,07 г"
"Капуста белокочанная, вареная, без соли",23 кКал,"1,27 г","0,06 г","3,61 г"
"Капуста белокочанная, вареная, с солью",23 кКал,"1,27 г","0,06 г","3,61 г"
"Капуста белокочанная, квашеная",23 кКал,"1,8 г","0,1 г",3 г
Капуста жареная по 2-50,50 кКал,"1,8 г","2,8 г","4,2 г"
Капуста запеченная по 1-256,113 кКал,"2,8 г",8 г,"7,3 г"
"Капуста квашеная, консервированная",19 кКал,"0,91 г","0,14 г","1,38 г"
Капуста краснокочанная,26 кКал,"0,8 г","0,2 г","5,1 г"
"Капуста краснокочанная, вареная, без соли",29 кКал,"1,51 г","0,09 г","4,34 г"
"Капуста краснокочанная, вареная, с солью",29 кКал,"1,51 г","0,09 г","4,34 г"
"Капуста краснокочанная, сырая",31 кКал,"1,43 г","0,16 г","5,27 г"
Капуста маринованная по-японски,30 кКал,"1,6 г","0,1 г","2,57 г"
Капуста отварная по 1-210,24 кКал,"1,4 г","0,1 г","4,2 г"
"Капуста пекинская, приготовленная",12 кКал,"1,1 г","0,17 г","2,23 г"
Капуста припущенная по 1-218,37 кКал,"1,7 г","1,5 г",4 г
Капуста тушеная по 1-220,75 кКал,2 г,"3,3 г","9,2 г"
Капустные котлеты по 1-236,153 кКал,"4,2 г","8,2 г","15,3 г"
Картофель,77 кКал,2 г,"0,4 г","16,3 г"
"Картофель белый неочищенный, печеный",92 кКал,"2,1 г","0,15 г","18,98 г"
"Картофель белый неочищенный, сырой",69 кКал,"1,68 г","0,1 г","13,31 г"
"Картофель дольками, замороженный",129 кКал,"2,7 г","2,2 г","23,46 г"
Картофель жареный брусочками по 1-230,192 кКал,"2,8 г","9,6 г","23,5 г"
Картофель жареный во фритюре по 1-230 (картофель фри),276 кКал,"3,8 г","15,5 г","30,1 г"
Картофель жареный ломтиками (из отварного) по 1-230,161 кКал,"2,3 г","8,6 г","18,6 г"
"Картофель красный неочищенный, печеный",87 кКал,"2,3 г","0,15 г","17,79 г"
"Картофель красный неочищенный, сырой",70 кКал,"1,89 г","0,14 г","14,2 г"
"Картофель красный, запечённый с кожурой",87 кКал,"2,3 г","0,15 г","17,79 г"
"Картофель неочищенный, сырой",77 кКал,"2,05 г","0,09 г","15,39 г"
Картофель О'Брайен (с болгарским перцем) домашнего приготовления,81 кКал,"2,35 г","1,28 г","15,47 г"
"Картофель О'Брайен, замороженный, неприготовленный",76 кКал,"1,83 г","0,14 г","15,57 г"
"Картофель О'Брайен, замороженный, приготовленный",204 кКал,"2,22 г","13,21 г","20,16 г"
"Картофель отваренный в кожуре (в мундире), без соли",87 кКал,"1,87 г","0,1 г","18,33 г"
"Картофель отваренный в кожуре (в мундире), кожура с солью",78 кКал,"2,86 г","0,1 г","13,9 г"
"Картофель отваренный в кожуре (в мундире), кожура, без добавления соли",78 кКал,"2,86 г","0,1 г","13,91 г"
"Картофель отваренный в кожуре (в мундире), с солью",87 кКал,"1,87 г","0,1 г","18,13 г"
Картофель отварной без соли,86 кКал,"1,71 г","0,1 г","18,21 г"
Картофель отварной по 1-206,75 кКал,2 г,"0,4 г","15,8 г"
Картофель отварной с солью,86 кКал,"1,71 г","0,1 г","18,01 г"
"Картофель печеный, кожура, без соли",198 кКал,"4,29 г","0,1 г","38,16 г"
"Картофель печеный, с солью",93 кКал,"1,96 г","0,1 г","20,05 г"
"Картофель печеный, сердцевина и кожура, с солью",93 кКал,"2,5 г","0,13 г","18,95 г"
"Картофель печеный, сердцевина с кожурой, без соли",93 кКал,"2,5 г","0,13 г","18,95 г"
"Картофель печеный, сердцевина, без соли",93 кКал,"1,96 г","0,1 г","20,05 г"
"Картофель по-селянски, замороженный, неприготовленный",153 кКал,"2,42 г","5,78 г","20,98 г"
"Картофель по-селянски, замороженный, приготовленный без соли, после приготовления в духовке",218 кКал,"3,44 г","8,2 г","30,83 г"
"Картофель по-селянски, замороженный, приготовленный с солью, после приготовление в духовке",218 кКал,"3,44 г","8,2 г","30,83 г"
Картофель сорта Рассет,79 кКал,"2,14 г","0,08 г","16,77 г"
"Картофель сорта Рассет, печеный, сердцевина с кожурой",95 кКал,"2,63 г","0,13 г","19,14 г"
Картофель сушеный,317 кКал,"6,6 г","0,3 г","71,6 г"
Картофель-пюре домашнего приготовления с добавлением молока и маргарина,113 кКал,"1,96 г","4,2 г","15,44 г"
"Картофель-пюре сушеный (дегидрированный), в гранулах не содерщих молока, в сухой форме",372 кКал,"8,22 г","0,54 г","78,41 г"
"Картофель-пюре сушеный (дегидрированный), в гранулах содерщих молоко, в сухой форме",357 кКал,"10,9 г","1,1 г","71,1 г"
"Картофель-пюре сушеный (дегидрированный), приготовленный из гранул не содержащих молока,  с добавлением молока и масла по завершению приготовления",108 кКал,"2,05 г","4,96 г","12,16 г"
"Картофель-пюре сушеный (дегидрированный), приготовленный из гранул содержащих молоко, с добавлением воды и маргарина по завершению приготовления",116 кКал,"2,13 г","4,8 г","14,83 г"
"Картофель-пюре сушеный (дегидрированный), приготовленный из хлопьев не содержащих молока, с добавлением молока и масла по завершению приготовления",97 кКал,"1,77 г","5,13 г","10,07 г"
"Картофель-пюре, приготовленный из гранул не содержащих молоко, в конце приготовления  добавлены молоко и маргарин",108 кКал,"2,05 г","4,93 г","12,2 г"
"Картофель-пюре, приготовленный из хлопьев не содержащих молоко, в конце приготовления  добавлены молоко и маргарин",113 кКал,"1,9 г","5,6 г","12,72 г"
"Картофель-фри всех типов, без добавления соли в процессе жарки, замороженный, до готовки (в сыром виде)",147 кКал,"2,24 г","4,66 г","22,91 г"
"Картофель-фри всех типов, без добавления соли в процессе жарки, замороженный, после приготовление в духовке",168 кКал,"2,66 г","5,22 г","26,11 г"
"Картофель-фри всех типов, с добавлением соли, замороженный, домашнего приготовления, после приготовления в духовке",158 кКал,"2,75 г","5,48 г","23,55 г"
"Картофель-фри всех типов, с добавлением соли, замороженный, неприготовленный",147 кКал,"2,24 г","4,66 г","22,91 г"
"Картофель-фри со стейком, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде)",130 кКал,"2,19 г","3,39 г","21,61 г"
"Картофель-фри со стейком, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке",148 кКал,"2,57 г","3,76 г","24,38 г"
"Картофель-фри, прессованный, замороженный, неприготовленный",260 кКал,"2,83 г","14,95 г","27,25 г"
"Картофель-фри, прессованный, замороженный, приготовленный без соли, после приготовления в духовке",333 кКал,"3,55 г","18,71 г","36,48 г"
"Картофель-фри, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде)",163 кКал,"2,16 г","6,24 г","23,29 г"
"Картофель-фри, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке",194 кКал,"2,9 г","6,76 г","28,86 г"
"Картофель-фри, фигурной или прямой порезки, с добавлением соли в процессе жарки, замороженный, до готовки (в сыром виде)",146 кКал,"2,34 г","4,99 г","21,96 г"
"Картофель-фри, фигурной или прямой порезки, с добавлением соли в процессе жарки, замороженный, после приготовления в духовке",161 кКал,"2,51 г","5,13 г","25,2 г"
"Картофель, замороженный целиком, вареный, без соли",65 кКал,"1,98 г","0,13 г","13,12 г"
"Картофель, замороженный целиком, вареный, без соли",63 кКал,"1,98 г","0,13 г","12,53 г"
"Картофель, запеченный в сметанном соусе по 1-244",114 кКал,"2,5 г","5,3 г","13,8 г"
"Картофель, запеченный с яйцом по 1-244",228 кКал,"4,7 г","14,5 г","19,5 г"
"Картофель, консервированный",44 кКал,"1,2 г","0,11 г","8,49 г"
"Картофель, консервированный, без добавления соли, сухой продукт без маринада",60 кКал,"1,4 г","0,2 г","11,2 г"
"Картофель, консервированный, сухой продукт без маринада",60 кКал,"1,41 г","0,21 г","11,31 г"
"Картофель, приготовленный в микроволновой печи  в кожуре, с солью, целиком",105 кКал,"2,44 г","0,1 г","21,94 г"
"Картофель, приготовленный в микроволновой печи в кожуре, без соли, целиком",105 кКал,"2,44 г","0,1 г","21,94 г"
"Картофель, приготовленный в микроволновой печи в кожуре, сердцевина, без соли",100 кКал,"2,1 г","0,1 г","21,68 г"
"Картофель, приготовленный в микроволновой печи в кожуре, сердцевина, с солью",100 кКал,"2,1 г","0,1 г","21,68 г"
"Картофель, приготовленный в микроволновой печи, только кожура, без  соли",132 кКал,"4,39 г","0,1 г","24,13 г"
"Картофель, приготовленный в микроволновой печи, только кожура, с солью",132 кКал,"4,39 г","0,1 г","24,13 г"
"Картофель, тушенный с грибами по 1-226",134 кКал,"2,5 г","7,7 г","13,4 г"
"Картофельная кожура, запеченая с солью",198 кКал,"4,29 г","0,1 г","38,16 г"
"Картофельная кожура, сырая",58 кКал,"2,57 г","0,1 г","9,94 г"
Картофельное пюре по 1-208,75 кКал,"2,1 г","0,8 г","14,7 г"
Картофельное пюре с молоком,83 кКал,"1,91 г","0,57 г","16,07 г"
Картофельное пюре с молоком и маслом,113 кКал,"1,86 г","4,22 г","15,31 г"
"Картофельное пюре сухое, растворимое, быстрого приготовления (хлопья, крупка)",350 кКал,"5,6 г","0,2 г","79,1 г"
"Картофельное пюре сухое, хлопья без молока",354 кКал,"8,34 г","0,41 г","74,57 г"
Картофельные зразы по 1-232,152 кКал,"2,8 г","6,4 г","20,3 г"
Картофельные котлеты по 1-232,142 кКал,"2,8 г","4,7 г",22 г
Картофельные котлеты с творогом по 1-232,179 кКал,"8,1 г","9,7 г","15,8 г"
"Картофельные котлеты, запеченные по 1-248",139 кКал,"2,8 г","6,9 г","16,2 г"
Картофельные оладьи,268 кКал,"6,08 г","14,76 г","24,51 г"
"Картофельные шарики, замороженные, неприготовленные",178 кКал,"1,93 г","8,71 г","22,5 г"
"Картофельные шарики, замороженные, приготовленые в духовке",192 кКал,"2,13 г","9,05 г","25,29 г"
Картофельный салат домашнего приготовления,143 кКал,"2,68 г","8,2 г","9,87 г"
Каша из тыквы по 1-218,87 кКал,"2,1 г","1,7 г","15,7 г"
"Кимчи (кимчхи, кимча), квашеная острая пекинская капуста",15 кКал,"1,1 г","0,5 г","0,8 г"
"Кипрей, сырой",150 кКал,"4,6 г","1,8 г","31,68 г"
"Китайская брокколи (кай-лан, гайлан)",26 кКал,"1,2 г","0,76 г","2,07 г"
"Китайская горькая тыква, листья",30 кКал,"5,3 г","0,69 г","3,29 г"
"Китайская горькая тыква, листья, вареные с солью",32 кКал,"3,6 г","0,2 г","4,26 г"
"Китайская горькая тыква, листья, вареные, без соли",34 кКал,"3,6 г","0,2 г","4,78 г"
"Китайская горькая тыква, плоды",17 кКал,1 г,"0,17 г","0,9 г"
"Китайская горькая тыква, плоды вареные без соли",19 кКал,"0,84 г","0,18 г","2,32 г"
"Китайская горькая тыква, плоды вареные с солью",19 кКал,"0,84 г","0,18 г","2,32 г"
"Козлобородник (овсяный корень, овощная устрица), вареный, без соли",68 кКал,"2,73 г","0,17 г","12,26 г"
"Козлобородник (овсяный корень, овощная устрица), вареный, с солью",68 кКал,"2,73 г","0,17 г","12,26 г"
"Козлобородник (овсяный корень, овощная устрица), сырой",82 кКал,"3,3 г","0,2 г","15,3 г"
"Колоказия (таро) таитянская, приготовленная без соли",44 кКал,"4,16 г","0,68 г","6,85 г"
"Колоказия (таро) таитянская, приготовленная с солью",44 кКал,"4,16 г","0,68 г","6,85 г"
"Колоказия (таро) таитянская, сырая",44 кКал,"2,79 г","0,97 г","6,91 г"
"Колоказия (таро), листья, приготовленные на пару, без соли",24 кКал,"2,72 г","0,41 г","2,02 г"
"Колоказия (таро), листья, приготовленные на пару, с солью",24 кКал,"2,72 г","0,41 г","1,89 г"
"Колоказия (таро), листья, сырые",42 кКал,"4,98 г","0,74 г",3 г
"Колоказия (таро), побеги, приготовленные без соли",14 кКал,"0,73 г","0,08 г","3,2 г"
"Колоказия (таро), побеги, приготовленные с солью",14 кКал,"0,73 г","0,08 г","3,19 г"
"Колоказия (таро), побеги, сырые",11 кКал,"0,92 г","0,09 г","2,32 г"
"Колоказия (таро), приготовленная без соли",142 кКал,"0,52 г","0,11 г","29,5 г"
"Колоказия (таро), приготовленная с солью",142 кКал,"0,52 г","0,11 г","29,5 г"
"Колоказия (таро), сырая",112 кКал,"1,5 г","0,2 г","22,36 г"
Кольраби,44 кКал,"2,8 г","0,1 г","7,9 г"
Кольраби,27 кКал,"1,7 г","0,1 г","2,6 г"
"Кольраби, вареная, без соли",29 кКал,"1,8 г","0,11 г","5,59 г"
"Кольраби, вареная, с солью",29 кКал,"1,8 г","0,11 г","5,59 г"
"Корень лопуха, вареный, без соли",88 кКал,"2,09 г","0,14 г","19,35 г"
"Корень лопуха, вареный, с солью",88 кКал,"2,09 г","0,14 г","19,35 г"
"Корень лопуха, сырой",72 кКал,"1,53 г","0,15 г","14,04 г"
"Корень лотоса, вареный, без соли",66 кКал,"1,58 г","0,07 г","12,92 г"
"Корень лотоса, вареный, с солью",66 кКал,"1,58 г","0,07 г","12,92 г"
"Корень лотоса, сырой",74 кКал,"2,6 г","0,1 г","12,33 г"
"Корень цикория, сырой",72 кКал,"1,4 г","0,2 г","16,01 г"
Кресс-салат,32 кКал,"2,6 г","0,7 г","4,4 г"
"Кресс-салат, вареный, без соли",23 кКал,"1,9 г","0,6 г","3,1 г"
"Кресс-салат, вареный, с солью",23 кКал,"1,9 г","0,6 г","3,1 г"
"Кукуруза сахарная белая, вареная, без соли",97 кКал,"3,34 г","1,41 г","19,01 г"
"Кукуруза сахарная белая, вареная, с солью",97 кКал,"3,34 г","1,41 г","19,01 г"
"Кукуруза сахарная белая, замороженная, в початках",98 кКал,"3,28 г","0,78 г","20,7 г"
"Кукуруза сахарная белая, замороженная, в початках, вареная, без соли",94 кКал,"3,11 г","0,74 г","20,23 г"
