Продукт,Калорийность,Белки,Жиры,Углеводы
        "Fats": "28,72 г",
        "Urglevodi": "1,63 г"
    },
    {
        "Title": "Колбаса, польская, из свинины и говядины, копченая",
        "Calories": "301 кКал",
        "Proteins": "12,07 г",
        "Fats": "26,56 г",
        "Urglevodi": "1,98 г"
    },
    {
        "Title": "Колбаса, свинина, вареная",
        "Calories": "339 кКал",
        "Proteins": "19,43 г",
        "Fats": "28,36 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Колбаса, свинина, говядина, вареная",
        "Calories": "396 кКал",
        "Proteins": "13,8 г",
        "Fats": "36,25 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Колбаса, свинина, сырая",
        "Calories": "288 кКал",
        "Proteins": "15,39 г",
        "Fats": "24,8 г",
        "Urglevodi": "0,93 г"
    },
    {
        "Title": "Колбасы, копченые сардельки, из свинины и говядины",
        "Calories": "320 кКал",
        "Proteins": "12 г",
        "Fats": "28,73 г",
        "Urglevodi": "2,42 г"
    },
    {
        "Title": "Копченые сардельки, из свинины",
        "Calories": "309 кКал",
        "Proteins": "11,98 г",
        "Fats": "28,23 г",
        "Urglevodi": "0,94 г"
    },
    {
        "Title": "Копченые сардельки, из свинины и говядины, …",
        "Calories": "268 кКал",
        "Proteins": "13,97 г",
        "Fats": "21,43 г",
        "Urglevodi": "3,96 г"
    },
    {
        "Title": "Копченые сардельки, из свинины и говядины, с добавлением обезжиренного сухого молока",
        "Calories": "313 кКал",
        "Proteins": "13,28 г",
        "Fats": "27,61 г",
        "Urglevodi": "1,92 г"
    },
    {
        "Title": "Корейка копчено-запеченная (свинина)",
        "Calories": "475 кКал",
        "Proteins": "10,2 г",
        "Fats": "48,2 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Корейка сырокопченая (свинина)",
        "Calories": "469 кКал",
        "Proteins": "10,5 г",
        "Fats": "47,4 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Куриные грудки, запеченные в духовке, обезжиренные, нарезка",
        "Calories": "79 кКал",
        "Proteins": "16,79 г",
        "Fats": "0,39 г",
        "Urglevodi": "2,17 г"
    },
    {
        "Title": "курица, Паштет, из печени, консерв.",
        "Calories": "201 кКал",
        "Proteins": "13,45 г",
        "Fats": "13,1 г",
        "Urglevodi": "6,55 г"
    },
    {
        "Title": "Ливанская болонья, говядина",
        "Calories": "172 кКал",
        "Proteins": "19,03 г",
        "Fats": "10,44 г",
        "Urglevodi": "0,44 г"
    },
    {
        "Title": "Мясной хлеб ветчинный",
        "Calories": "256 кКал",
        "Proteins": "12,9 г",
        "Fats": "21,8 г",
        "Urglevodi": "1,9 г"
    },
    {
        "Title": "Мясной хлеб говяжий",
        "Calories": "263 кКал",
        "Proteins": "10,5 г",
        "Fats": "23,9 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Мясной хлеб отдельный",
        "Calories": "246 кКал",
        "Proteins": "12 г",
        "Fats": "21 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Окорок тамбовский вареный",
        "Calories": "288 кКал",
        "Proteins": "14,3 г",
        "Fats": "25,6 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Охотничьи колбаски",
        "Calories": "463 кКал",
        "Proteins": "25,3 г",
        "Fats": "40 г",
        "Urglevodi": "0,3 г"
    },
    {
        "Title": "Палочки из бекона и говядины",
        "Calories": "517 кКал",
        "Proteins": "29,1 г",
        "Fats": "44,2 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Пастрома, из индейки",
        "Calories": "139 кКал",
        "Proteins": "16,3 г",
        "Fats": "6,21 г",
        "Urglevodi": "3,24 г"
    },
    {
        "Title": "Паштет, из ливерной колбасы",
        "Calories": "305 кКал",
        "Proteins": "12,38 г",
        "Fats": "25,45 г",
        "Urglevodi": "3,39 г"
    },
    {
        "Title": "Паштет, с ароматом трюфелей",
        "Calories": "327 кКал",
        "Proteins": "11,2 г",
        "Fats": "28,5 г",
        "Urglevodi": "6,3 г"
    },
    {
        "Title": "Пепперони (острое салями), свинина, говядина",
        "Calories": "504 кКал",
        "Proteins": "19,25 г",
        "Fats": "46,28 г",
        "Urglevodi": "1,18 г"
    },
    {
        "Title": "Рулет из индейки, белое и темное мясо",
        "Calories": "149 кКал",
        "Proteins": "18,14 г",
        "Fats": "6,99 г",
        "Urglevodi": "2,12 г"
    },
    {
        "Title": "Рулет из индейки, белое мясо",
        "Calories": "106 кКал",
        "Proteins": "14,81 г",
        "Fats": "3,77 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Рулет из куриных грудок, запеченный в духовке",
        "Calories": "134 кКал",
        "Proteins": "14,59 г",
        "Fats": "7,65 г",
        "Urglevodi": "1,79 г"
    },
    {
        "Title": "Салями, воздушной варки, из говядины",
        "Calories": "261 кКал",
        "Proteins": "12,6 г",
        "Fats": "22,2 г",
        "Urglevodi": "1,9 г"
    },
    {
        "Title": "Салями, воздушной варки, из говядины и свинины",
        "Calories": "336 кКал",
        "Proteins": "21,85 г",
        "Fats": "25,9 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Салями, воздушной варки, индюшатина",
        "Calories": "172 кКал",
        "Proteins": "19,2 г",
        "Fats": "9,21 г",
        "Urglevodi": "1,45 г"
    },
    {
        "Title": "Салями, из свинины, и говядины, меньше натрия",
        "Calories": "396 кКал",
        "Proteins": "15,01 г",
        "Fats": "30,5 г",
        "Urglevodi": "15,18 г"
    },
    {
        "Title": "Салями, итальянская, свинина",
        "Calories": "425 кКал",
        "Proteins": "21,7 г",
        "Fats": "37 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Салями, сухая или твердая, свинина",
        "Calories": "407 кКал",
        "Proteins": "22,58 г",
        "Fats": "33,72 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Салями, сухая или твердая, свинина, говядина",
        "Calories": "378 кКал",
        "Proteins": "21,07 г",
        "Fats": "31,65 г",
        "Urglevodi": "0,72 г"
    },
    {
        "Title": "Сарделька (сосиска), говядина",
        "Calories": "315 кКал",
        "Proteins": "11,69 г",
        "Fats": "28,1 г",
        "Urglevodi": "2,97 г"
    },
    {
        "Title": "Сарделька (сосиска), говядина и свинина",
        "Calories": "305 кКал",
        "Proteins": "11,53 г",
        "Fats": "27,64 г",
        "Urglevodi": "1,72 г"
    },
    {
        "Title": "Сарделька (сосиска), говядина, свинина, индейка, обезжиринная, 1.6% жира",
        "Calories": "109 кКал",
        "Proteins": "12,5 г",
        "Fats": "1,59 г",
        "Urglevodi": "11,21 г"
    },
    {
        "Title": "Сарделька (сосиска), говяжья, разогретая",
        "Calories": "322 кКал",
        "Proteins": "11,69 г",
        "Fats": "29,36 г",
        "Urglevodi": "2,66 г"
    },
    {
        "Title": "Сарделька (сосиска), индейка",
        "Calories": "223 кКал",
        "Proteins": "12,23 г",
        "Fats": "17,29 г",
        "Urglevodi": "3,81 г"
    },
    {
        "Title": "Сарделька (сосиска), куриная",
        "Calories": "223 кКал",
        "Proteins": "15,51 г",
        "Fats": "16,19 г",
        "Urglevodi": "2,74 г"
    },
    {
        "Title": "Сарделька (сосиска), мясная",
        "Calories": "290 кКал",
        "Proteins": "10,26 г",
        "Fats": "25,76 г",
        "Urglevodi": "4,17 г"
    },
    {
        "Title": "Сарделька (сосиска), мясная и домашняя птица, маложирная, 2.8% жира",
        "Calories": "121 кКал",
        "Proteins": "15,5 г",
        "Fats": "2,8 г",
        "Urglevodi": "8,3 г"
    },
    {
        "Title": "Сарделька (сосиска), мясная, маложирная, 10% жира",
        "Calories": "140 кКал",
        "Proteins": "12 г",
        "Fats": "9,5 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Сарделька (сосиска), мясная, разогретая",
        "Calories": "278 кКал",
        "Proteins": "9,77 г",
        "Fats": "24,31 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Сарделька (сосиска), с низким содерж. Натрия",
        "Calories": "312 кКал",
        "Proteins": "12 г",
        "Fats": "28,51 г",
        "Urglevodi": "1,8 г"
    },
    {
        "Title": "Сардельки 1 сорта",
        "Calories": "202 кКал",
        "Proteins": "10,3 г",
        "Fats": "17,2 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Сардельки говяжьи",
        "Calories": "215 кКал",
        "Proteins": "11,4 г",
        "Fats": "18,2 г",
        "Urglevodi": "1,3 г"
    },
    {
        "Title": "Сардельки говяжьи отварные, по 1-394",
        "Calories": "215 кКал",
        "Proteins": "11,4 г",
        "Fats": "18,2 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Сардельки свиные",
        "Calories": "322 кКал",
        "Proteins": "10,1 г",
        "Fats": "31,6 г",
        "Urglevodi": "1,8 г"
    },
    {
        "Title": "Свинина, Паштет, из ветчины",
        "Calories": "216 кКал",
        "Proteins": "8,68 г",
        "Fats": "15,53 г",
        "Urglevodi": "10,64 г"
    },
    {
        "Title": "Свинина, Паштет, ливерный",
        "Calories": "304 кКал",
        "Proteins": "15,2 г",
        "Fats": "25,6 г",
        "Urglevodi": "2,1 г"
    },
    {
        "Title": "Свинина, Паштет, с сыром и беконом",
        "Calories": "245 кКал",
        "Proteins": "16,18 г",
        "Fats": "18,53 г",
        "Urglevodi": "2,28 г"
    },
    {
        "Title": "Сервелат",
        "Calories": "461 кКал",
        "Proteins": "24 г",
        "Fats": "40,5 г",
        "Urglevodi": "0,2 г"
    },
    {
        "Title": "Сосиски говяжьи",
        "Calories": "226 кКал",
        "Proteins": "10,4 г",
        "Fats": "20,1 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Сосиски говяжьи отварные, по 1-394",
        "Calories": "225 кКал",
        "Proteins": "10,4 г",
        "Fats": "20 г",
        "Urglevodi": "0,8 г"
    },
    {
        "Title": "Сосиски столичные",
        "Calories": "234 кКал",
        "Proteins": "12,2 г",
        "Fats": "20,3 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Сосиски, венские, консервированные, из курицы, говядины, и свинины",
        "Calories": "230 кКал",
        "Proteins": "10,5 г",
        "Fats": "19,4 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Сосиски, молочные",
        "Calories": "261 кКал",
        "Proteins": "11 г",
        "Fats": "23,9 г",
        "Urglevodi": "0,4 г"
    },
    {
        "Title": "Сосиски, русские",
        "Calories": "250 кКал",
        "Proteins": "11,3 г",
        "Fats": "22 г",
        "Urglevodi": "1,7 г"
    },
    {
        "Title": "Сосиски, свиные",
        "Calories": "324 кКал",
        "Proteins": "11,8 г",
        "Fats": "30,8 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Спред для сэндвичей, паштет, из свинины и говядины",
        "Calories": "235 кКал",
        "Proteins": "7,66 г",
        "Fats": "17,34 г",
        "Urglevodi": "11,74 г"
    },
    {
        "Title": "Спред-салат, для сэндвичей, домашняя птица",
        "Calories": "200 кКал",
        "Proteins": "11,64 г",
        "Fats": "13,52 г",
        "Urglevodi": "7,41 г"
    },
    {
        "Title": "Чоризо (чорисо), из свинины и говядины",
        "Calories": "296 кКал",
        "Proteins": "13,63 г",
        "Fats": "25,1 г",
        "Urglevodi": "3,78 г"
    }
]
