Продукт,Калорийность,Белки,Жиры,Углеводы
Бублики простые,276 кКал,"9,1 г","1,1 г","57,1 г"
"Бублики, обычные, необогащенные, не содержат пропионат кальция (с луком, маком, кунжутом)",275 кКал,"10,5 г","1,6 г","51,1 г"
"Бублики, обычные, необогащенные, содержат пропионат кальция (с луком, маком, кунжутом)",275 кКал,"10,5 г","1,6 г","51,1 г"
"Бублики, обычные,обогащенные, не содержат пропионат кальция (с луком, маком, кунжутом)",275 кКал,"10,5 г","1,6 г","51,1 г"
"Бублики, украинские с маком",316 кКал,"8,1 г","6,2 г",56 г
Булка с молочной сывороткой,260 кКал,"7,8 г",3 г,"49,2 г"
Булка черкизовская,286 кКал,"7,9 г","5,5 г","50,1 г"
Булка ярославская,294 кКал,"7,6 г","5,3 г","53,7 г"
Булки городские,265 кКал,"7,7 г","2,4 г","52,9 г"
Булочка калорийная,337 кКал,"7,6 г",10 г,"53,8 г"
Булочки молочные,257 кКал,"8,8 г","2,2 г","50,3 г"
Булочки сдобные,339 кКал,"7,9 г","9,4 г","55,5 г"
Булочки столичная с молочной сывороткой,269 кКал,"8,4 г","2,2 г","53,7 г"
Булочки столичные,269 кКал,"8,4 г","2,2 г","53,7 г"
"Вареники, по 2-174",172 кКал,12 г,"6,4 г","16,2 г"
"Ватрушка, по 2-194",256 кКал,"11,9 г","6,4 г","37,5 г"
Ватрушки картофельные по 1-246,165 кКал,"6,2 г","7,6 г","17,7 г"
"Вафли, на пахте, замороженные, готовые к выпечке",273 кКал,"6,58 г","9,22 г","38,85 г"
"Вафли, на пахте, замороженные, готовые к выпечке, поджаренные в тостере",309 кКал,"7,42 г","9,49 г","45,79 г"
"Вафли, на пахте, замороженные, готовые к выпечке, разогретые в микроволновке",289 кКал,"6,92 г","9,4 г","41,76 г"
"Вафли, обычные, замороженные, готовые к выпечке",285 кКал,"6,47 г","9,7 г","40,78 г"
"Вафли, обычные, замороженные, готовые к употреблению, разогретые в микроволновке",298 кКал,"6,71 г","9,91 г","43,01 г"
"Вафли, обычные, приготовленные по рецепту",291 кКал,"7,9 г","14,1 г","32,9 г"
"Вафли, с шоколадной крошкой, замороженные, готовые к выпечке",297 кКал,"5,8 г","10,1 г","44,18 г"
"Галушки, по 1-126",106 кКал,"3,9 г",1 г,"20,3 г"
"Гренки, обычные",407 кКал,"11,9 г","6,6 г","68,4 г"
"Гренки, приправленные специями",465 кКал,"10,8 г","18,3 г","58,5 г"
"Жареный хлеб, приготовленный на сале (Апачи)",309 кКал,"8,38 г","10,14 г","44,31 г"
"Ирландский содовый хлеб, приготовленный по рецепту",290 кКал,"6,6 г",5 г,"53,4 г"
Исскуственная сухая смесь для черничных кексов,407 кКал,"4,7 г","8,7 г","77,45 г"
Итальянский хлеб,259 кКал,"9,49 г","2,73 г","46,01 г"
Клейковина сырая из муки 1 сорта,135 кКал,"26,2 г","0,3 г","7,4 г"
Кофейный пирог с сыром,339 кКал,7 г,"15,2 г","43,3 г"
"Кофейный пирог, с корицей и крошкой, промышленного изготовления, необогащенный",418 кКал,"6,8 г","23,3 г","44,7 г"
"Кофейный пирог, с корицей и крошкой, промышленного изготовления, обогащенный",418 кКал,"6,8 г","23,3 г","44,7 г"
"Кофейный пирог, с корицей и крошкой, сухая смесь, подготовленный",318 кКал,"5,5 г","9,6 г","51,6 г"
"Кофейный пирог, с кремом и шоколадной глазурью",331 кКал,5 г,"10,8 г","51,8 г"
"Кофейный пирог, фруктовый",311 кКал,"5,2 г","10,2 г",49 г
Крекеры с отрубями,416 кКал,"9,2 г","14,1 г","63,2 г"
Крекеры солёные из цельной пшеницы (включая другие злаки),398 кКал,"7,14 г","10,71 г","61,55 г"
"Крекеры, из цельной пшеницы",427 кКал,"10,58 г","14,13 г","59,25 г"
"Крекеры, из цельной пшеницы, с низким содерж. соли",443 кКал,"8,8 г","17,2 г","58,1 г"
"Крекеры, из цельной пшеницы, с пониж. содерж. жира, 7.6%",416 кКал,"11,34 г","7,59 г","64,62 г"
"Крекеры, молочные",446 кКал,"7,6 г","13,77 г","68,33 г"
"Крекеры, пшеничные, обычные",455 кКал,"7,3 г","16,4 г","63,83 г"
"Крекеры, пшеничные, с низким содерж. соли",473 кКал,"8,6 г","20,6 г","60,4 г"
"Крекеры, пшеничные, с пониж. содерж. жира, 13.37%",444 кКал,"9,34 г","13,37 г","68,12 г"
"Крекеры, сырные, обычные",489 кКал,"10,93 г","22,74 г","57,12 г"
"Крекеры, сырные, с низким содерж. соды",503 кКал,"10,1 г","25,3 г","55,8 г"
"Крекеры, сырные, типа сэндвича, с начинкой из арахисового масла",496 кКал,"12,41 г","25,12 г","53,34 г"
"Крекеры, сырные, типа сэндвича, с сырной начинкой",490 кКал,"8,92 г","24,41 г","56,86 г"
"Круассаны, сливочные",406 кКал,"8,2 г",21 г,"43,2 г"
"Круассаны, сырные",414 кКал,"9,2 г","20,9 г","44,4 г"
"Круассаны, яблочные",254 кКал,"7,4 г","8,7 г","34,6 г"
"Кулебяка с рыбой и рисом, по 2-196",206 кКал,"10,5 г","4,1 г","31,8 г"
Лаваш армянский тонкий (пшеничная мука 1 сорта),277 кКал,"9,1 г","1,1 г","56,8 г"
"Лаваш белый, обогащенный",275 кКал,"9,1 г","1,2 г","53,5 г"
"Лаваш, из цельного зерна",262 кКал,"9,8 г","1,71 г","49,79 г"
"Маффины кукурузные, промышленного изготовления",305 кКал,"5,9 г","8,4 г","47,6 г"
"Маффины с черникой, промышленного изготовления, (включая мини-маффины)",375 кКал,"4,49 г","16,07 г","51,9 г"
"Маффины с черникой, промышленного изготовления, маложирные, 4.22% жира",255 кКал,"4,23 г","4,22 г","45,85 г"
"Маффины, кукурузные, для приготовления в тостере",346 кКал,"5,3 г","11,3 г","56,3 г"
"Маффины, кукурузные, сухая смесь, приготовленные",321 кКал,"7,4 г","10,2 г","46,7 г"
"Маффины, с овсяными отрубями",270 кКал,7 г,"7,4 г","43,7 г"
"Маффины, с пшеничными отрубями, с изюмом, поджаренные в тостере",313 кКал,"5,5 г","9,4 г","47,3 г"
"Маффины, с пшеничными отрубями, сухая смесь",396 кКал,"7,1 г",12 г,73 г
"Маффины, с черникой, для приготовления в тостере",313 кКал,"4,6 г","9,5 г","51,5 г"
"Маффины, с черникой, для приготовления в тостере, поджаренные в тостере",333 кКал,"4,9 г","10,1 г","54,8 г"
"Маффины, с черникой, сухая смесь",293 кКал,"3,48 г","3,25 г","59,6 г"
"Морковный пирог, сухая смесь, пудинг",415 кКал,"5,1 г","9,8 г","79,2 г"
Овсяный хлеб низкокалорийный,210 кКал,"7,6 г","3,5 г","43,3 г"
Овсяный хлеб с отрубями,236 кКал,"10,4 г","4,4 г","35,3 г"
"Овсяный хлеб с отрубями, низкокалорийный",201 кКал,8 г,"3,2 г","29,3 г"
"Овсяный хлеб с отрубями, низкокалорийный, тосты",239 кКал,"9,5 г","3,8 г","34,9 г"
"Овсяный хлеб с отрубями, тосты",259 кКал,"11,4 г","4,8 г","38,8 г"
"Овсяный хлеб, тосты",292 кКал,"9,2 г","4,8 г","48,4 г"
Оладьи из тыквы по 1-238,158 кКал,4 г,7 г,"19,8 г"
"Оладьи, по 2-176",213 кКал,"6,5 г","6,6 г","31,6 г"
"Пампушки, с чесноком, по 1-124",299 кКал,"8,6 г","3,3 г","58,8 г"
Панировочные сухари,395 кКал,"13,35 г","5,3 г","67,48 г"
Панировочные сухари с приправами,383 кКал,"14,13 г","5,48 г","63,59 г"
"Паратха, индийская лепёшка из цельнозерновой пшеничной муки",326 кКал,"6,36 г","13,2 г","35,75 г"
"Печенья, дамские пальчики, без лимонного сока и кожуры",363 кКал,"10,6 г","9,1 г","58,7 г"
"Печенья, дамские пальчики, с лимонным соком и кожурой",365 кКал,"10,6 г","9,1 г","58,7 г"
"Печенья, крекеры, в шоколадной глазури",500 кКал,4 г,"25,8 г","64,58 г"
"Печенья, крекеры, обычные или медовые, (включаяя с корицей)",430 кКал,"6,69 г","10,6 г","74,26 г"
"Печенья, с шоколадной крошкой, сухая смесь",497 кКал,"4,6 г","25,2 г","66,1 г"
"Печенья, шоколадные вафли",433 кКал,"6,6 г","14,2 г","69,3 г"
"Пирог белый, приготовленный по рецепту с кокосовой глазурью",356 кКал,"4,4 г","10,3 г","62,2 г"
"Пирог вишневый, промышленного изготовления",260 кКал,2 г,11 г,39 г
"Пирог на завтрак, с пониженным содержанием жира",372 кКал,"3,99 г","5,99 г","75,3 г"
"Пирог с заварным кремом из кокоса, промышленного изготовления",260 кКал,"5,9 г","13,2 г","28,4 г"
"Пирог с кокосовым кремом, промышленного изготовления",298 кКал,"2,1 г","16,6 г",36 г
"Пирог с черникой, промышленного изготовления",232 кКал,"1,8 г",10 г,"33,9 г"
"Пирог с шоколадным кремом, промышленного изготовления",304 кКал,"2,6 г","19,4 г","33,6 г"
"Пирог с яичным заварным кремом, промышленного изготовления",210 кКал,"5,5 г","11,6 г","19,2 г"
"Пирог тыквенный, промышленного изготовления",243 кКал,"3,9 г","9,75 г","33,03 г"
"Пирог яблочный, промышленного изготовления, из обогащенной муки",237 кКал,"1,9 г",11 г,"32,4 г"
"Пирог, белый, приготовленный по рецепту, без глазури",357 кКал,"5,4 г","12,4 г","56,4 г"
"Пирог, белый, сухая смесь, диетический (с запахом лимона)",397 кКал,3 г,"8,4 г","79,6 г"
"Пирог, белый, сухая смесь, пудинг, необогащенный",423 кКал,"3,9 г","9,5 г","80,3 г"
"Пирог, белый, сухая смесь, пудинг, обогащенный",423 кКал,"3,9 г","9,5 г","80,2 г"
"Пирог, вишневая сливочная помадка с шоколадной глазурью",264 кКал,"2,4 г","12,5 г","37,5 г"
"Пирог, вишневый, приготовленный по рецепту",270 кКал,"2,8 г","12,2 г","38,5 г"
"Пирог, воздушный, приготовленный по рецепту",297 кКал,"7,3 г","4,3 г","57,7 г"
"Пирог, воздушный, промышленного изготовления",290 кКал,"5,4 г","2,7 г","60,5 г"
"Пирог, желтый, приготовленный по рецепту, без глазури",361 кКал,"5,3 г","14,6 г","52,3 г"
"Пирог, желтый, промышленного изготовления, с ванильной глазурью",391 кКал,"2,99 г","17,91 г","55,9 г"
"Пирог, желтый, промышленного изготовления, с шоколадной глазурью",379 кКал,"3,16 г","17,75 г","53,86 г"
"Пирог, желтый, сухая смесь, легкий",404 кКал,"4,7 г","5,5 г","82,8 г"
"Пирог, желтый, сухая смесь, пудинг",423 кКал,4 г,"9,8 г","79,3 г"
"Пирог, желтый, сухая смесь, стандартный, необогащенный",432 кКал,"4,4 г","11,6 г",77 г
"Пирог, желтый, сухая смесь, стандартный, обогащенный",374 кКал,"3,7 г","3,5 г","80,72 г"
"Пирог, из песочного теста, бисквит, приготовленный по рецепту",346 кКал,"6,1 г","14,2 г","48,5 г"
"Пирог, имбирный, приготовленный по рецепту",356 кКал,"3,9 г","16,4 г","49,2 г"
"Пирог, имбирный, сухая смесь",437 кКал,"4,4 г","13,8 г","72,9 г"
"Пирог, мини, с кремом и шоколадной глазурью",399 кКал,"3,63 г","15,93 г","57,11 г"
"Пирог, мини, с кремом, воздушный",374 кКал,"3,47 г","11,54 г","63,03 г"
"Пирог, перевернутый ананас, приготовленный по рецепту",319 кКал,"3,5 г","12,1 г","49,7 г"
"Пирог, персиковый",224 кКал,"1,9 г",10 г,"32,1 г"
"Пирог, с ванильным кремом, приготовленный по рецепту",278 кКал,"4,8 г","14,4 г",32 г
"Пирог, с черникой, приготовленный по рецепту",245 кКал,"2,7 г","11,9 г","33,5 г"
"Пирог, тыквенный, приготовленный по рецепту",204 кКал,"4,5 г","9,3 г","26,4 г"
"Пирог, фруктовый, промышленного изготовления",324 кКал,"2,9 г","9,1 г","57,9 г"
"Пирог, фунтовый (мука, масло и сахар в равных пропорциях), промышленного изготовления, без жира",283 кКал,"5,4 г","1,2 г","59,9 г"
"Пирог, фунтовый (мука, масло и сахар в равных пропорциях), промышленного изготовления, исключая все сливочные, необогащенный",389 кКал,"5,2 г","17,9 г","51,5 г"
"Пирог, фунтовый (мука, масло и сахар в равных пропорциях), промышленого изготовления, с маслом",353 кКал,5 г,"13,96 г","53,04 г"
"Пирог, фунтовый, (мука, масло и сахар в равных пропорциях), промышленного изготовления, без масла, обогащенный",389 кКал,"5,2 г","17,9 г","51,5 г"
"Пирог, яблочный, приготовленный по рецепту",265 кКал,"2,4 г","12,5 г","37,1 г"
"Пирожки жареные с капустой, по 2-188",230 кКал,5 г,"10,5 г","28,8 г"
Пирожки картофельные с морковью по 1-246,124 кКал,"2,4 г","4,2 г","18,9 г"
"Пирожки печеные простые, по 2-188",250 кКал,"12,7 г","7,3 г","33,2 г"
Пластинки из цельно-молотой пшеницы,342 кКал,"12,7 г","2,4 г","67,3 г"
"Пончики, на дрожжах, глазированные, необогащенные (включая медовые булочки)",403 кКал,"6,4 г","22,8 г","43,1 г"
"Пончики, на дрожжах, глазированные, обогащенные (включая медовые булочки)",421 кКал,"6,14 г","22,7 г","45,83 г"
"Пончики, на дрожжах, с желейной начинкой",340 кКал,"5,9 г","18,7 г","38,1 г"
"Пончики, на дрожжах, с кремовой начинкой",361 кКал,"6,4 г","24,5 г","29,2 г"
Пшеничный хлеб,274 кКал,"10,67 г","4,53 г","43,54 г"
Пшеничный хлеб из пророщенных зерен,188 кКал,"13,16 г",0 г,"28,58 г"
"Пшеничный хлеб из пророщенных зерен, тосты",205 кКал,"14,3 г",0 г,"31,12 г"
Пшеничный хлеб низкокалорийный,217 кКал,"13,32 г","2,92 г","31,37 г"
Пшеничный хлеб с отрубями,248 кКал,"8,8 г","3,4 г","43,8 г"
"Пшеничный хлеб, тосты",313 кКал,"12,96 г","4,27 г","51,07 г"
"Разрыхлитель пищевой, винный камень (смесь тартрата калия E336i с битартратом калия E336ii)",258 кКал,0 г,0 г,"61,3 г"
"Разрыхлитель пищевой, дрожжи, пекарные, активные, сухие",325 кКал,"40,44 г","7,61 г","14,32 г"
"Разрыхлитель пищевой, дрожжи, пекарные, прессованные",105 кКал,"8,4 г","1,9 г",10 г
"Разрыхлитель пищевой, пекарный порошок (заменяющий дрожжи), двойного действия, straight phosphate",51 кКал,"0,1 г",0 г,"23,9 г"
"Разрыхлитель пищевой, пекарный порошок (заменяющий дрожжи), двойного действия, натрий, сульфат алюминия (Е-520)",53 кКал,0 г,0 г,"27,5 г"
"Разрыхлитель пищевой, пекарный порошок (заменяющий дрожжи), с низким содерж. натрия",97 кКал,"0,1 г","0,4 г","44,7 г"
Ржаной хлеб,259 кКал,"8,5 г","3,3 г","42,5 г"
"Ржаной хлеб, низкокалорийный",203 кКал,"9,1 г","2,9 г","28,5 г"
"Ржаной хлеб, тосты",284 кКал,"9,4 г","3,6 г","46,7 г"
Рисовый хлеб с отрубями,243 кКал,"8,9 г","4,6 г","38,6 г"
"Рисовый хлеб с отрубями, тосты",264 кКал,"9,7 г",5 г,42 г
Рогалики с изюмом и корицей,274 кКал,"9,8 г","1,7 г","52,9 г"
Рогалики с изюмом и корицей жареные,294 кКал,"10,6 г","1,8 г","56,8 г"
Рогалики с овсяными отрубями,255 кКал,"10,7 г","1,2 г","49,7 г"
"Рогалики, простые, жареные, обогащенные, с пропионатом кальция (включает лук, мак, сезам),",287 кКал,"11,14 г","1,43 г","55,59 г"
"Рогалики, простые, обогащенные пропионатом кальция (включает лук, мак, сезам)",257 кКал,"10,02 г","1,62 г","50,5 г"
Рожки к чаю,312 кКал,"8,4 г","5,6 г","56,8 г"
Рожки обсыпные сдобные,314 кКал,"7,8 г","5,6 г","57,2 г"
Сдоба выборгская с маком,304 кКал,"7,5 г","5,2 г","55,5 г"
Сдоба выборгская с повидлом,293 кКал,"6,5 г","4,2 г","57,1 г"
Сдоба обыкновенная,301 кКал,"8,1 г","5,3 г","54,9 г"
"Сладкая выпечка с фруктами и орехами, которую едят на Рождество, на дрожжах",367 кКал,"9,42 г","11,58 г","54,08 г"
"Сладкие рулетики с корицей и изюмом, промышленного изготовления",372 кКал,"6,2 г","16,4 г","48,5 г"
Слойка,558 кКал,"7,4 г","38,5 г","44,2 г"
"Слойка, замороженная, готовая к выпеканию",551 кКал,"7,3 г","38,1 г","43,6 г"
"Сода пищевая, разрыхлитель для выпечки",0 кКал,0 г,0 г,0 г
Соломка сладкая,372 кКал,"9,1 г","6,1 г","69,3 г"
Сухари армейские из обойной муки,304 кКал,"12,3 г","2,3 г","60,1 г"
"Сухари армейские, пшеничные 1 сорта",330 кКал,"11,2 г","1,4 г","67,5 г"
"Сухари армейские, пшеничные 2 сорта",323 кКал,"12,3 г","1,9 г","63,5 г"
"Сухари армейские, ржано-пшеничные",311 кКал,12 г,"2,1 г","58,1 г"
"Сухари армейские, ржаные",294 кКал,"11,3 г",2 г,"56,4 г"
Сухари ванильные из пшеничной муки высшего сорта,407 кКал,"8,6 г","11,4 г","66,8 г"
Сухари горчичные из пшеничной муки высшего сорта,386 кКал,9 г,"9,5 г","65,4 г"
Сухари дорожные из пшеничной муки 1 сорта,341 кКал,"10,9 г","1,5 г","69,4 г"
Сухари лимонные из пшеничной муки высшего сорта,388 кКал,"9,5 г","8,5 г","67,5 г"
Сухари московские из пшеничной муки 1 сорта,360 кКал,"9,7 г",5 г,68 г
Сухари сливочные,399 кКал,"8,5 г","10,8 г","66,7 г"
Сухари украинские из пшеничной муки высшего сорта,385 кКал,9 г,"7,9 г","68,6 г"
Сушки простые из муки 1 сорта,331 кКал,"10,9 г","1,3 г","68,8 г"
Сушки простые из муки в/с,339 кКал,"10,7 г","1,2 г","71,2 г"
"Сырный пирог, приготовленный из сухой смеси, не выпечной",274 кКал,"5,5 г","12,7 г","33,6 г"
"Сырный пирог, промышленого изготовления",321 кКал,"5,5 г","22,5 г","25,1 г"
"Теннис-хлеб, обыкновенный (Апачи)",258 кКал,9 г,"1,05 г","50,66 г"
"Французские тосты, замороженные, готовые к выпечке",213 кКал,"7,4 г","6,1 г",31 г
Хлеб белый,266 кКал,"8,85 г","3,33 г","46,72 г"
"Хлеб белый, приготовленный по рецепту, из маложирного (2%-ым) молока",285 кКал,"7,9 г","5,7 г","47,6 г"
"Хлеб белый, приготовленный по рецепту, сделанный из обезжиренного сухого молока",274 кКал,"7,7 г","2,6 г","51,6 г"
"Хлеб белый, тосты",290 кКал,9 г,4 г,"51,6 г"
Хлеб из грубой непросеянной ржаной муки,250 кКал,"8,7 г","3,1 г",41 г
"Хлеб из кукурузной муки, приготовленный из сухой смеси",330 кКал,"6,59 г","9,58 г","52,16 г"
"Хлеб из кукурузной муки, приготовленный по рецепту, из маложирного (2%-ым) молока",266 кКал,"6,7 г","7,1 г","43,5 г"
"Хлеб из кукурузы, сухая смесь, необогащенная (содержит смесь для кукурузных кексов)",418 кКал,7 г,"12,2 г",63 г
Хлеб из овсяный хлеб,269 кКал,"8,4 г","4,4 г","44,5 г"
Хлеб из пшеничных зародышей,188 кКал,"13,16 г",0 г,"28,58 г"
Хлеб из смеси злаков (цельнозерновой),265 кКал,"13,36 г","4,23 г","35,94 г"
"Хлеб из смеси злаков, тосты (цельнозерновой)",288 кКал,"14,52 г","4,6 г","39,01 г"
Хлеб из цельного зерна,252 кКал,"12,45 г","3,5 г","36,71 г"
"Хлеб из цельного зерна, приготовленный по рецепту",278 кКал,"8,4 г","5,4 г","45,4 г"
"Хлеб из цельного зерна, тосты",306 кКал,"16,27 г","4,07 г","43,66 г"
Хлеб пшеничный зерновой (мука в/с и зерно дробленое),228 кКал,"8,6 г","1,4 г","45,1 г"
Хлеб пшеничный из муки 1 сорта,235 кКал,"7,9 г",1 г,"48,3 г"
Хлеб пшеничный из муки 2 сорта,228 кКал,"8,6 г","1,3 г","45,2 г"
Хлеб пшеничный из муки высшего сорта,235 кКал,"7,6 г","0,8 г","49,2 г"
Хлеб пшеничный из обойной муки,208 кКал,8 г,"1,5 г","40,1 г"
Хлеб пшеничный паляница (мука 1 сорта),243 кКал,"8,3 г",1 г,"49,9 г"
Хлеб пшеничный соловецкий (мука 1 и 2 сорта),237 кКал,"8,3 г","1,2 г","47,9 г"
Хлеб ржано-пшеничный бородинский (мука ржаная обойная и пшеничная 2 сорта),201 кКал,"6,8 г","1,3 г","39,8 г"
Хлеб ржано-пшеничный рижский (мука ржаная сеяная и пшеничная 1 сорта),232 кКал,"5,6 г","1,1 г","49,4 г"
Хлеб ржано-пшеничный столовый (ржаная обдирная и пшеничная 2 сорта),201 кКал,"7,7 г","1,4 г","37,7 г"
Хлеб ржано-пшеничный украинский (мука ржаная обдирная и пшеничная обойная),198 кКал,"6,6 г","1,2 г","39,6 г"
Хлеб ржаной из обдирной муки,197 кКал,"6,1 г","1,2 г","39,9 г"
Хлеб ржаной из обойной муки,174 кКал,"6,6 г","1,2 г","33,4 г"
Хлеб ржаной из сеяной муки,210 кКал,"4,9 г",1 г,"44,8 г"
"Хлеб с бананом, на маргарине",326 кКал,"4,3 г","10,5 г","53,5 г"
"Хлеб с изюмом, обогащенный",274 кКал,"7,9 г","4,4 г",48 г
"Хлеб с изюмом, тосты, обогащенный",297 кКал,"8,6 г","4,8 г","52,2 г"
Хлеб чиабатта,262 кКал,"7,7 г","3,8 г","47,8 г"
"Хлеб, белковый, тосты (с глютеном)",270 кКал,"13,2 г","2,4 г","44,8 г"
"Хлеб, белый, промышленого изготовления, с низким содержанием натрия, без соли",267 кКал,"8,2 г","3,6 г","47,3 г"
"Хлеб, белый, промышленого изготовления, тосты,с низким содержанием натрия, без соли",293 кКал,9 г,4 г,"54,4 г"
"Хлеб, бостон коричневый, консервированный",195 кКал,"5,2 г","1,5 г","38,6 г"
"Хлеб, из цельного зерна, приготовленный по рецепту, тосты",305 кКал,"9,2 г","5,9 г","49,7 г"
"Хлеб, кукурузная мука, сухая смесь, обогащенный",418 кКал,7 г,"12,2 г",63 г
"Хлеб, лаваш, белый, необогащенный",275 кКал,"9,1 г","1,2 г","53,5 г"
"Хлеб, молотая пшеница",260 кКал,"8,7 г","3,9 г",44 г
"Хлеб, с изюмом, необогащенный",274 кКал,"7,9 г","4,4 г",48 г
"Хлеб, французский или венский (на закваске)",272 кКал,"10,75 г","2,42 г","49,68 г"
"Хлеб, французский или венский, тосты (на закваске)",319 кКал,13 г,"2,14 г","58,83 г"
"Хлебные палочки, простые",412 кКал,12 г,"9,5 г","65,4 г"
"Хлебные сухарики, кукурузная мука, приготовленный из сухой смеси",179 кКал,"2,9 г","8,8 г",19 г
"Хлебные сухарики, кукурузная мука, сухая смесь",389 кКал,10 г,"4,2 г","62,4 г"
"Хлебные сухарики, хлеб из сухой смеси",386 кКал,11 г,"3,4 г",73 г
"Хлебные сухарики, хлеб приготовленный из сухой смеси",195 кКал,"2,73 г","12,05 г","18,04 г"
Хлебцы докторские (мука в/с и отруби пшеничные),242 кКал,"8,2 г","2,6 г","46,3 г"
Шоколадный пирог с шоколадной глазурью,389 кКал,"3,48 г","20,05 г","50,64 г"
"Шоколадный пирог, приготовленный по рецепту без глазури",371 кКал,"5,3 г","15,1 г","51,8 г"
"Шоколадный пирог, сухая смесь, пудинг",391 кКал,"4,6 г","8,14 г","77,86 г"
Яичные рогалики,278 кКал,"10,6 г","2,1 г","50,7 г"
Яичный хлеб,287 кКал,"9,5 г",6 г,"45,5 г"
"Яичный хлеб, тосты",315 кКал,"10,5 г","6,6 г","50,1 г"
[
    {
        "Title": "CONTINENTAL MILLS, KRUSTEAZ Миндальная смесь с маком, с исскуственными ароматизаторами, сухая",
        "Calories": "418 кКал",
        "Proteins": "5,6 г",
        "Fats": "10,3 г",
        "Urglevodi": "73,9 г"
    },
    {
        "Title": "Английские маффины, из цельной пшеницы",
        "Calories": "203 кКал",
        "Proteins": "8,8 г",
        "Fats": "2,1 г",
        "Urglevodi": "33,7 г"
    },
    {
        "Title": "Английские маффины, обычные, необогащенные, без пропионата кальция (E282 - вызывает рак), (включая, на хлебной закваске)",
        "Calories": "235 кКал",
        "Proteins": "7,7 г",
        "Fats": "1,8 г",
        "Urglevodi": "43,3 г"
    },
    {
        "Title": "Английские маффины, обычные, необогащенные, с пропионатом кальция (E282 - вызывает рак), (включая, на хлебной закваске)",
        "Calories": "235 кКал",
        "Proteins": "7,7 г",
        "Fats": "1,8 г",
        "Urglevodi": "43,3 г"
    },
    {
        "Title": "Английские маффины, обычные, обогащенные, без пропионата кальция (E282 - вызывает рак), (включая, на хлебной закваске)",
        "Calories": "235 кКал",
        "Proteins": "7,7 г",
        "Fats": "1,8 г",
        "Urglevodi": "43,3 г"
    },
    {
