Продукт,Калорийность,Белки,Жиры,Углеводы
    },
    {
        "Title": "Суп молочный рисовый",
        "Calories": "99,2 кКал",
        "Proteins": "3,1 г",
        "Fats": "5 г",
        "Urglevodi": "11,1 г"
    },
    {
        "Title": "Суп молочный с белокочанной капустой, по 1-180",
        "Calories": "54 кКал",
        "Proteins": "2 г",
        "Fats": "2 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Суп молочный с грибами",
        "Calories": "67,2 кКал",
        "Proteins": "2,5 г",
        "Fats": "3,3 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Суп молочный с картофельными \"стружками\"",
        "Calories": "51,3 кКал",
        "Proteins": "1,4 г",
        "Fats": "3,6 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Суп молочный с клецками",
        "Calories": "110,9 кКал",
        "Proteins": "3,8 г",
        "Fats": "5,2 г",
        "Urglevodi": "13 г"
    },
    {
        "Title": "Суп молочный с крупой",
        "Calories": "68,2 кКал",
        "Proteins": "2,6 г",
        "Fats": "2,8 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Суп молочный с макаронами, по 1-172",
        "Calories": "58 кКал",
        "Proteins": "2,2 г",
        "Fats": "1,9 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Суп молочный с макаронными изделиями",
        "Calories": "64,6 кКал",
        "Proteins": "2,8 г",
        "Fats": "2,7 г",
        "Urglevodi": "7,7 г"
    },
    {
        "Title": "Суп молочный с овощами",
        "Calories": "84,9 кКал",
        "Proteins": "4,5 г",
        "Fats": "2,8 г",
        "Urglevodi": "11,2 г"
    },
    {
        "Title": "Суп молочный с рисом",
        "Calories": "61,9 кКал",
        "Proteins": "2,2 г",
        "Fats": "2,8 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Суп молочный с рисом",
        "Calories": "81 кКал",
        "Proteins": "2,1 г",
        "Fats": "3,9 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Суп молочный с рисом, по 1-174",
        "Calories": "54 кКал",
        "Proteins": "1,8 г",
        "Fats": "1,9 г",
        "Urglevodi": "7,3 г"
    },
    {
        "Title": "Суп молочный с тыквой",
        "Calories": "50,9 кКал",
        "Proteins": "2,1 г",
        "Fats": "1,7 г",
        "Urglevodi": "7,2 г"
    },
    {
        "Title": "Суп молочный с тыквой и манной крупой, по 1-178",
        "Calories": "50 кКал",
        "Proteins": "2 г",
        "Fats": "2,2 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Суп овощной на отваре шиповника",
        "Calories": "67,8 кКал",
        "Proteins": "2,3 г",
        "Fats": "3,2 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Суп перловый с грибами по 1-164",
        "Calories": "43 кКал",
        "Proteins": "1,6 г",
        "Fats": "1,2 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Суп пикантный с креветками",
        "Calories": "81,9 кКал",
        "Proteins": "9 г",
        "Fats": "2,7 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Суп полевой",
        "Calories": "93,5 кКал",
        "Proteins": "1,5 г",
        "Fats": "5,9 г",
        "Urglevodi": "9,2 г"
    },
    {
        "Title": "Суп пшенный с мясом по 1-160",
        "Calories": "57 кКал",
        "Proteins": "2,9 г",
        "Fats": "2,2 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Суп рисовый по 1-158",
        "Calories": "38 кКал",
        "Proteins": "0,9 г",
        "Fats": "1,1 г",
        "Urglevodi": "6,2 г"
    },
    {
        "Title": "Суп с бобовыми (фасоль) по 1-162",
        "Calories": "54 кКал",
        "Proteins": "3 г",
        "Fats": "1,3 г",
        "Urglevodi": "6,9 г"
    },
    {
        "Title": "Суп с крупой",
        "Calories": "41,5 кКал",
        "Proteins": "0,7 г",
        "Fats": "1,9 г",
        "Urglevodi": "5,7 г"
    },
    {
        "Title": "Суп с макаронными изделиями",
        "Calories": "39 кКал",
        "Proteins": "0,9 г",
        "Fats": "2 г",
        "Urglevodi": "4,5 г"
    },
    {
        "Title": "Суп с перловой крупой",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Суп с рыбными вареничками",
        "Calories": "64,3 кКал",
        "Proteins": "5,2 г",
        "Fats": "2,6 г",
        "Urglevodi": "5,3 г"
    },
    {
        "Title": "Суп с рыбными фрикадельками",
        "Calories": "28,8 кКал",
        "Proteins": "3,7 г",
        "Fats": "0,6 г",
        "Urglevodi": "2,3 г"
    },
    {
        "Title": "Суп с фрикадельками",
        "Calories": "24 кКал",
        "Proteins": "1,7 г",
        "Fats": "0,9 г",
        "Urglevodi": "2,3 г"
    },
    {
        "Title": "Суп со шпинатом и грибами",
        "Calories": "76,8 кКал",
        "Proteins": "1,8 г",
        "Fats": "7,6 г",
        "Urglevodi": "0,5 г"
    },
    {
        "Title": "Суп фасолевый",
        "Calories": "66,3 кКал",
        "Proteins": "1,7 г",
        "Fats": "4,8 г",
        "Urglevodi": "4,2 г"
    },
    {
        "Title": "Суп харчо с мясом по 1-164",
        "Calories": "75 кКал",
        "Proteins": "3,1 г",
        "Fats": "4,5 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Суп холодный \"Таратор\"",
        "Calories": "146,1 кКал",
        "Proteins": "3,9 г",
        "Fats": "10 г",
        "Urglevodi": "10,7 г"
    },
    {
        "Title": "Суп-крем из тыквы",
        "Calories": "92,5 кКал",
        "Proteins": "3,4 г",
        "Fats": "4,6 г",
        "Urglevodi": "10 г"
    },
    {
        "Title": "Суп-лапша домашняя",
        "Calories": "47,8 кКал",
        "Proteins": "1,2 г",
        "Fats": "2,4 г",
        "Urglevodi": "5,9 г"
    },
    {
        "Title": "Суп-лапша с помидорами по-казачьи",
        "Calories": "67,4 кКал",
        "Proteins": "4 г",
        "Fats": "4,1 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Суп-пюре из зеленого горошка",
        "Calories": "82,7 кКал",
        "Proteins": "4 г",
        "Fats": "3 г",
        "Urglevodi": "10,5 г"
    },
    {
        "Title": "Суп-пюре из кабачков или тыквы",
        "Calories": "47 кКал",
        "Proteins": "1,3 г",
        "Fats": "2,8 г",
        "Urglevodi": "4,5 г"
    },
    {
        "Title": "Суп-пюре из картофеля и моркови",
        "Calories": "37,7 кКал",
        "Proteins": "0,6 г",
        "Fats": "2,9 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Суп-пюре из картофеля по 1-180",
        "Calories": "58 кКал",
        "Proteins": "1,6 г",
        "Fats": "2 г",
        "Urglevodi": "8,3 г"
    },
    {
        "Title": "Суп-пюре из моркови по 1-182",
        "Calories": "39 кКал",
        "Proteins": "1,2 г",
        "Fats": "1,8 г",
        "Urglevodi": "4,5 г"
    },
    {
        "Title": "Суп-пюре из печени",
        "Calories": "67,9 кКал",
        "Proteins": "3,7 г",
        "Fats": "4,1 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Суп-пюре из птицы",
        "Calories": "93,1 кКал",
        "Proteins": "4,8 г",
        "Fats": "6,8 г",
        "Urglevodi": "3,5 г"
    },
    {
        "Title": "Суп-пюре из разных овощей",
        "Calories": "60,3 кКал",
        "Proteins": "2,3 г",
        "Fats": "2,8 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Суп-пюре из рисовой крупы по 1-186",
        "Calories": "48 кКал",
        "Proteins": "1,4 г",
        "Fats": "1,3 г",
        "Urglevodi": "7,7 г"
    },
    {
        "Title": "Суп-пюре из свежих помидоров",
        "Calories": "40,5 кКал",
        "Proteins": "1,8 г",
        "Fats": "3,1 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Суп-пюре из черники",
        "Calories": "33,5 кКал",
        "Proteins": "0,3 г",
        "Fats": "1,3 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Суп-пюре из шпината по 1-184",
        "Calories": "42 кКал",
        "Proteins": "1,9 г",
        "Fats": "2 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Суп-салат \"Садовый\"",
        "Calories": "62,8 кКал",
        "Proteins": "5,6 г",
        "Fats": "2,8 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Суп-харчо",
        "Calories": "43,9 кКал",
        "Proteins": "2,2 г",
        "Fats": "2,1 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Суп-харчо (грузинское национальное блюдо)",
        "Calories": "87,9 кКал",
        "Proteins": "4,8 г",
        "Fats": "5,5 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Сырный суп",
        "Calories": "93,4 кКал",
        "Proteins": "4,7 г",
        "Fats": "6,9 г",
        "Urglevodi": "3,2 г"
    },
    {
        "Title": "Уха ладожская с кнелями и расстегаями",
        "Calories": "85,2 кКал",
        "Proteins": "13,4 г",
        "Fats": "2,5 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Уха ростовская",
        "Calories": "70,1 кКал",
        "Proteins": "8,5 г",
        "Fats": "2,2 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Уха рыбацкая",
        "Calories": "66,7 кКал",
        "Proteins": "8,5 г",
        "Fats": "1,9 г",
        "Urglevodi": "4,3 г"
    },
    {
        "Title": "Уха с перловой крупой",
        "Calories": "66,3 кКал",
        "Proteins": "9,3 г",
        "Fats": "1 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Уха с расстегаями",
        "Calories": "85,3 кКал",
        "Proteins": "10,4 г",
        "Fats": "2,9 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Фасолевый суп",
        "Calories": "48,1 кКал",
        "Proteins": "2,3 г",
        "Fats": "1,6 г",
        "Urglevodi": "6,6 г"
    },
    {
        "Title": "Харчо",
        "Calories": "114,9 кКал",
        "Proteins": "8 г",
        "Fats": "3,6 г",
        "Urglevodi": "13,6 г"
    },
    {
        "Title": "Хирмаса (суп из субпродуктов с лапшой домашней - бурятское национальное блюдо)",
        "Calories": "85,6 кКал",
        "Proteins": "4,3 г",
        "Fats": "5,5 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Холодный борщ с редькой",
        "Calories": "32,3 кКал",
        "Proteins": "0,9 г",
        "Fats": "2 г",
        "Urglevodi": "2,9 г"
    },
    {
        "Title": "Щи боярские",
        "Calories": "48,3 кКал",
        "Proteins": "3,5 г",
        "Fats": "2,6 г",
        "Urglevodi": "2,9 г"
    },
    {
        "Title": "Щи зеленые с яйцом",
        "Calories": "44,9 кКал",
        "Proteins": "1,9 г",
        "Fats": "3,2 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Щи из квашеной капусты",
        "Calories": "37,2 кКал",
        "Proteins": "2 г",
        "Fats": "2,8 г",
        "Urglevodi": "1 г"
    },
    {
        "Title": "Щи из квашеной капусты",
        "Calories": "28,7 кКал",
        "Proteins": "0,8 г",
        "Fats": "1,7 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Щи из квашеной капусты по 1-132",
        "Calories": "19 кКал",
        "Proteins": "0,8 г",
        "Fats": "1 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Щи из клевера и щавеля",
        "Calories": "116,3 кКал",
        "Proteins": "3,3 г",
        "Fats": "8,9 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Щи из свежей белокочанной капусты",
        "Calories": "17,1 кКал",
        "Proteins": "0,5 г",
        "Fats": "0,8 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Щи из свежей капусты",
        "Calories": "33,3 кКал",
        "Proteins": "1 г",
        "Fats": "1,9 г",
        "Urglevodi": "3,4 г"
    },
    {
        "Title": "Щи из свежей капусты по 1-130",
        "Calories": "24 кКал",
        "Proteins": "0,9 г",
        "Fats": "1,1 г",
        "Urglevodi": "2,5 г"
    },
    {
        "Title": "Щи из свежей капусты с картофелем",
        "Calories": "41,6 кКал",
        "Proteins": "1,1 г",
        "Fats": "2,1 г",
        "Urglevodi": "4,9 г"
    },
    {
        "Title": "Щи из щавеля",
        "Calories": "45,3 кКал",
        "Proteins": "2,1 г",
        "Fats": "3,1 г",
        "Urglevodi": "2,4 г"
    },
    {
        "Title": "Щи из щавеля по 1-132",
        "Calories": "48 кКал",
        "Proteins": "2,3 г",
        "Fats": "3,5 г",
        "Urglevodi": "1,8 г"
    },
    {
        "Title": "Щи по-уральски (с крупой)",
        "Calories": "31,5 кКал",
        "Proteins": "0,8 г",
        "Fats": "1,8 г",
        "Urglevodi": "3,2 г"
    },
    {
        "Title": "Щи с ячневой крупой",
        "Calories": "47,6 кКал",
        "Proteins": "2,3 г",
        "Fats": "3,6 г",
        "Urglevodi": "1,6 г"
    },
    {
        "Title": "Щи суточные",
        "Calories": "46,3 кКал",
        "Proteins": "1,7 г",
        "Fats": "3,2 г",
        "Urglevodi": "2,8 г"
    },
    {
        "Title": "Щи суточные по 1-134",
        "Calories": "19 кКал",
        "Proteins": "0,9 г",
        "Fats": "1 г",
        "Urglevodi": "1,5 г"
    },
    {
        "Title": "Щи томленые с гречневыми блинами",
        "Calories": "56,8 кКал",
        "Proteins": "3,5 г",
        "Fats": "3,7 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Юшка картофельная с кабачками и помидорами",
        "Calories": "74,6 кКал",
        "Proteins": "3,5 г",
        "Fats": "4,3 г",
        "Urglevodi": "6 г"
    },
    {
        "Title": "Яблочный суп со сметаной",
        "Calories": "50,5 кКал",
        "Proteins": "0,8 г",
        "Fats": "3,2 г",
        "Urglevodi": "4,9 г"
    }
]
