Продукт,Калорийность,Белки,Жиры,Углеводы
"Салат ""Приятное с полезным""","101,7 кКал","8,5 г","0,7 г","16,5 г"
"Салат ""Тихая заводь""","259,9 кКал","7,8 г","23,5 г","4,6 г"
"Салат ""Универсал""","27,2 кКал",1 г,"0,2 г","5,6 г"
"Салат ""Фантазия""",0 кКал,0 г,0 г,0 г
"Салат ""Цезарь""","303,6 кКал","14,8 г","17,2 г",24 г
"Салат ""Цезарь"" классический",0 кКал,0 г,0 г,0 г
"Салат ""Эгоист""","252,3 кКал","10,5 г","19,5 г","9,2 г"
"Салат ""Эксклюзив""","100,4 кКал","7,2 г","6,8 г","2,9 г"
"Салат ""Экспериментальный""",85 кКал,"2,6 г","4,2 г","9,8 г"
"Салат ""Эстонский""","166,2 кКал","2,3 г","14,2 г","7,8 г"
Салат витаминный - 1,101 кКал,"1,3 г","7,4 г","7,8 г"
Салат витаминный - 2,"113,7 кКал","1,4 г","7,7 г","10,3 г"
Салат гороховый с яблоками,"102,3 кКал","3,3 г","5,3 г","11,2 г"
Салат греческий,"188,5 кКал","3,9 г","17,8 г","3,4 г"
Салат для мужчин,"127,5 кКал","1,6 г",10 г,"8,3 г"
Салат из апельсинов и лука-порея,0 кКал,0 г,0 г,0 г
Салат из белокачанной капусты,"67,9 кКал","1,8 г","3,6 г","7,6 г"
Салат из белокочанной и морской капусты,"84,6 кКал","1,8 г","5,1 г","8,4 г"
Салат из белокочанной капусты с кальмарами,"229,5 кКал",14 г,"17,7 г","3,7 г"
Салат из белокочанной капусты с сельдью и шпиком,"185,6 кКал",13 г,13 г,"4,4 г"
Салат из белокочанной капусты с яблоками и сельдереем,"85,3 кКал","1,6 г",5 г,9 г
Салат из белых грибов или шампиньонов,"62,3 кКал","5,2 г","2,5 г","5,2 г"
Салат из бобов,"157,4 кКал","3,3 г","13,9 г",5 г
Салат из грибов и квашеной капусты,"120,3 кКал",2 г,"8,7 г","8,9 г"
Салат из грибов с сельдью,"135,7 кКал","8,2 г","10,8 г","1,6 г"
Салат из зелени с дичью,"230,4 кКал","6,8 г","18,5 г","9,7 г"
Салат из кабачков и помидоров,"103,4 кКал","1,1 г",9 г,"4,8 г"
Салат из кальмаров с яблоками,"315,3 кКал","16,4 г","21,6 г","14,7 г"
Салат из капусты с апельсинами,"99,1 кКал","2,5 г","5,3 г","11,1 г"
Салат из капусты с грибами,"106,6 кКал","5,9 г","5,5 г",9 г
Салат из капусты с яблоками,"32,4 кКал","1,5 г","0,2 г","6,5 г"
Салат из капусты с яблоками,"60,2 кКал","2,5 г","3,1 г",6 г
Салат из капусты с яблоками и луком,"71,7 кКал","1,1 г","2,3 г","12,4 г"
Салат из картофеля с морской капустой и свеклой,114 кКал,"2,1 г","7,8 г","9,4 г"
Салат из картофеля с редькой и яблоками,"205,8 кКал","4,2 г","17,9 г","7,5 г"
Салат из квашенной капусты,"77,8 кКал","1,6 г","3,1 г","11,6 г"
Салат из квашенной капусты и свеклы,"69,9 кКал","1,9 г",5 г,"4,6 г"
Салат из квашеной капусты,"101,7 кКал","1,4 г","8,1 г","6,2 г"
Салат из квашеной капусты с селью,"165,3 кКал",8 г,"11,4 г","8,3 г"
Салат из кильки в томатном соусе,"283,5 кКал",5 г,"27,2 г",5 г
Салат из кольраби,"144,8 кКал","2,1 г","12,3 г",7 г
Салат из крабов,"171,8 кКал","14,7 г","9,5 г","7,3 г"
"Салат из красного сладкого перца, зеленого горошка и риса","247,2 кКал",10 г,"5,3 г","42,4 г"
Салат из краснокачанной капусты,"64,4 кКал","0,8 г","3,6 г","7,8 г"
Салат из краснокачанной капусты с яблоками,"38,1 кКал","0,7 г","0,3 г","8,6 г"
Салат из краснокочанной капусты,"86,8 кКал","0,5 г","6,1 г","7,8 г"
Салат из краснокочанной капусты с грибами,"97,4 кКал","1,8 г","6,5 г","8,4 г"
Салат из креветок с рисом,"310,1 кКал","25,6 г","10,3 г","30,6 г"
Салат из кукурузы,"317,6 кКал","8,8 г","8,5 г","54,8 г"
Салат из курицы по-архангельски,"195,9 кКал","4,7 г",15 г,"11,3 г"
Салат из маринованной свеклы с яблоками,"90,1 кКал","1,3 г","6,1 г",8 г
Салат из моркови,"191,8 кКал","5,7 г","7,6 г","26,8 г"
Салат из моркови и капусты,"140,6 кКал","1,7 г",11 г,"9,2 г"
"Салат из моркови с курагой, помидорами и яблоками","78,2 кКал","1,2 г","2,8 г","12,8 г"
Салат из моркови с орехами и медом,"219,4 кКал","4,9 г","15,2 г","16,7 г"
Салат из моркови с хреном,"141,2 кКал","1,9 г","12,6 г","5,4 г"
Салат из морского гребешка с огурцами,"148,2 кКал",9 г,"11,1 г","3,3 г"
Салат из овощей с капустой морской,"136,8 кКал",2 г,"10,6 г","9,1 г"
Салат из огурцов,57 кКал,"1,1 г","4,5 г","3,2 г"
Салат из огурцов,0 кКал,0 г,0 г,0 г
Салат из перца,173 кКал,"1,1 г","16,9 г","4,4 г"
Салат из помидоров,146 кКал,"4,4 г","12,4 г","4,4 г"
Салат из помидоров и огурцов,"89,2 кКал","0,7 г","7,7 г","4,5 г"
Салат из помидоров по-чилийски,"19,9 кКал","0,6 г","0,2 г","4,2 г"
"Салат из помидоров, огурцов и сладкого перца",25 кКал,"1,1 г","0,2 г","5,2 г"
Салат из птицы  или дичи,"198,8 кКал","5,6 г","15,1 г","10,9 г"
Салат из птицы или дичи,"243,5 кКал","11,2 г","19,4 г","6,3 г"
Салат из разных фруктов,"147,3 кКал",1 г,"11,9 г","9,5 г"
Салат из редиса,0 кКал,0 г,0 г,0 г
Салат из редиски со метаной,"106,4 кКал",2 г,"9,3 г",4 г
Салат из редьки,"204,2 кКал","2,2 г","19,1 г","6,3 г"
Салат из редьки и картофеля по-кабардински,"128,4 кКал","4,7 г","9,2 г","7,3 г"
Салат из редьки с орехами,0 кКал,0 г,0 г,0 г
Салат из репы,"142,6 кКал","1,8 г","9,4 г","13,6 г"
Салат из рыбы,"184,9 кКал","10,5 г",13 г,"6,9 г"
Салат из свежей капусты с мясом,"143,1 кКал","3,7 г","12,8 г","3,6 г"
Салат из свежих овощей,"77,5 кКал","1,6 г","4,4 г","8,3 г"
Салат из свеклы и хрена,"95,6 кКал","1,3 г","5,2 г","11,6 г"
Салат из свеклы с орехами,"117,8 кКал","1,7 г","8,8 г","8,5 г"
Салат из свеклы с сыром и чесноком,"211,6 кКал","7,1 г","17,1 г","7,8 г"
Салат из свеклы с хреном,"46,8 кКал","1,5 г","0,1 г","10,7 г"
"Салат из свеклы с черносливом, орехами и чесноком",284 кКал,"7,1 г","15,6 г","30,7 г"
Салат из сельди,"204,1 кКал","11,9 г","14,7 г","6,4 г"
Салат из соленых огурцов и брюквы,"66,6 кКал","1,9 г","3,7 г","6,8 г"
Салат из соленых огурцов и редьки,"90,8 кКал","1,2 г","7,7 г","4,3 г"
Салат из соленых огурцов и свеклы,95 кКал,"1,4 г","7,6 г","5,6 г"
Салат из спаржи,"237,5 кКал","2,1 г","23,9 г","3,6 г"
Салат из стручковой фасоли,"215,9 кКал","16,1 г","3,9 г","31,1 г"
Салат из стручковой фасоли,"132,5 кКал","2,8 г","10,5 г","7,2 г"
Салат из сырой моркови и репы,"115,9 кКал","1,5 г","8,8 г","8,2 г"
Салат из сырой моркови м яблоками,"82,2 кКал","1,2 г","4,8 г","9,1 г"
Салат из сырой свеклы,"76,7 кКал","1,2 г","4,7 г",8 г
Салат из сырых овощей,"94,3 кКал","1,6 г","7,6 г","5,3 г"
Салат из сырых овощей с яблоками,58 кКал,"1,1 г","3,3 г","6,4 г"
Салат из творога,"246,4 кКал","12,6 г","19,2 г","6,1 г"
Салат из трески с майонезом,"184,6 кКал","9,9 г",15 г,"2,6 г"
Салат из трески с хреном,"164,8 кКал","8,9 г","10,1 г",10 г
Салат из тыквы,73 кКал,"0,9 г","6,1 г","3,8 г"
Салат из тыквы по-чувашски,"82,9 кКал","1,2 г","0,2 г","20,4 г"
Салат из тыквы с яблоками,"35,7 кКал","0,6 г","0,3 г","8,2 г"
Салат из фасоли,"345,2 кКал","0,9 г","0,9 г","88,9 г"
Салат из фасоли,"336,6 кКал","13,8 г","19,6 г","28,1 г"
Салат из фруктов,"95,2 кКал","0,8 г","4,9 г","12,9 г"
Салат из цветной капусты,"53,2 кКал","1,8 г","3,8 г","3,1 г"
Салат из цветной капусты,"69,1 кКал","1,2 г","5,7 г","3,5 г"
"Салат из цветной капусты, свежих огурцов и помидоров","77,3 кКал",2 г,"5,3 г","5,6 г"
Салат из шампиньонов,"143,1 кКал","3,9 г","12,5 г",4 г
Салат из щавеля,"200,1 кКал","2,3 г","18,8 г","5,8 г"
Салат из яблок и брусники,"78,6 кКал","0,8 г",5 г,"8,1 г"
Салат из яблок и лука,"111,1 кКал",1 г,"8,3 г","8,6 г"
Салат из яблок и моркови  с орехами,"152,6 кКал","4,1 г","6,8 г","19,9 г"
Салат из яблок и помидоров,"67,1 кКал","0,8 г","4,1 г","7,2 г"
Салат из яблок и сливы,"97,9 кКал","2,6 г","2,2 г","18,1 г"
Салат из яблок и тыквы,"36,2 кКал","0,6 г","0,3 г","8,3 г"
Салат из яблок с орехами,"75,8 кКал","1,7 г","0,3 г","17,6 г"
Салат картофельный,"127,9 кКал","2,5 г","6,6 г","15,5 г"
Салат картофельный с грибами и брусникой,"123,6 кКал","4,2 г","9,1 г","6,7 г"
Салат картофельный с грибами и клюквой,"123,6 кКал","4,2 г","9,1 г","6,7 г"
Салат картофельный с яблоками,"109,5 кКал",2 г,"7,9 г","8,2 г"
Салат любительский,"97,3 кКал","1,5 г","5,5 г","11,2 г"
Салат Муравейник,"235,4 кКал","12,6 г","7,9 г","30,2 г"
Салат мясной,"205,1 кКал","7,1 г","15,5 г","9,9 г"
Салат мясной,254 кКал,"11,8 г","20,7 г","5,4 г"
Салат овощной с редькой и яблоками,"157,3 кКал",2 г,"13,5 г","7,4 г"
Салат овощной с яблоками и сладким перцем,"123,8 кКал","1,4 г","10,8 г","5,7 г"
Салат освежающий с редькой,"47,9 кКал","1,7 г","0,3 г","10,3 г"
Салат осенний,"82,1 кКал","1,6 г","6,1 г","5,6 г"
Салат по-берлински,"219,7 кКал","1,9 г","21,6 г","4,8 г"
Салат по-деревенски,"113,7 кКал","2,6 г","7,2 г","10,1 г"
Салат по-коми-пермяцки (из квашеной капусты с мясом),143 кКал,"10,5 г","10,1 г","2,8 г"
Салат по-французски,"166,6 кКал","2,1 г","14,3 г","7,9 г"
Салат по-чешски,"196,6 кКал","4,2 г","18,4 г","3,8 г"
Салат рыбный,"153,3 кКал","6,4 г","12,4 г","4,4 г"
Салат рыбный,"204,2 кКал","12,1 г","15,7 г","3,9 г"
Салат рыбный с морской капустой,119 кКал,"8,8 г","7,5 г","4,2 г"
Салат с кальмарами,0 кКал,0 г,0 г,0 г
Салат с колбасой,"182,5 кКал",4 г,"14,8 г","8,9 г"
Салат с копченой треской,"122,2 кКал","6,9 г","8,8 г",4 г
Салат с креветками,"250,9 кКал","7,7 г","23,3 г","2,7 г"
Салат с кукурузой,"319,9 кКал","7,4 г","22,5 г","23,4 г"
Салат с маслом и уксусом,"167,2 кКал","1,4 г","15,8 г","5,1 г"
Салат с сардинами,"85,1 кКал","6,1 г","2,6 г",10 г
Салат с сельдереем и творогом,0 кКал,0 г,0 г,0 г
Салат сезонный,"129,8 кКал","2,1 г","10,1 г","8,2 г"
Салат со сметаной и яйцом,"81,4 кКал","1,8 г",7 г,3 г
Салат столичный,"325,2 кКал","15,9 г","27,8 г",3 г
Салат фруктовый со сметанным соусом,"137,7 кКал","1,1 г","7,9 г","16,6 г"
Салат яичный,"214,2 кКал","7,3 г","19,5 г","2,6 г"
"Салат-коктейль ""Экзотик""",0 кКал,0 г,0 г,0 г
Салат-коктейль овощной,"147,4 кКал","1,8 г","12,8 г","6,6 г"
Салат-коктейль рыбный,"217,6 кКал","13,9 г","17,3 г","1,7 г"
Салат-коктейль с ветчиной и сыром,"273,6 кКал","12,4 г","23,8 г","2,6 г"
Салат-коктейль с курицей и фруктами,"245,1 кКал","10,3 г","19,1 г","8,6 г"
Свекла в сладком маринаде,"48,6 кКал","0,4 г","0,04 г","12,4 г"
Свекла с клюквой,"103,7 кКал","1,5 г","6,2 г","11,2 г"
"Селедка ""под шубой""","209,5 кКал",8 г,"18,2 г","3,7 г"
Сельдь протертая с маслом,319 кКал,"16,1 г","26,4 г","4,4 г"
Сыр картофельный,"154,6 кКал","9,1 г","9,6 г","8,5 г"
Сыр слоеный,"196,1 кКал",16 г,"14,2 г","1,1 г"
Сырный салат,"153,4 кКал","5,6 г","11,6 г","7,2 г"
Сырный салат,0 кКал,0 г,0 г,0 г
Фальшивый Оливье,167 кКал,"11,1 г","8,8 г","11,5 г"
Черемша с маслом (национальное блюдо народов Севера),"124,3 кКал","3,4 г","8,7 г","8,6 г"
Яблочный салат с сельдереем и помидорами.,0 кКал,0 г,0 г,0 г
Яичный салат,"181,7 кКал","9,7 г","15,1 г","1,9 г"
[
    {
        "Title": "Винегрет",
        "Calories": "130,1 кКал",
        "Proteins": "1,7 г",
        "Fats": "10,3 г",
        "Urglevodi": "8,2 г"
    },
    {
        "Title": "Винегрет из овощей",
        "Calories": "176,9 кКал",
        "Proteins": "1,9 г",
        "Fats": "13,9 г",
        "Urglevodi": "11,7 г"
    },
    {
        "Title": "Винегрет из овощей и фруктов",
        "Calories": "137,4 кКал",
        "Proteins": "1,9 г",
        "Fats": "9,5 г",
        "Urglevodi": "11,9 г"
    },
    {
        "Title": "Винегрет из овощей, яблок и зелени",
        "Calories": "104,2 кКал",
        "Proteins": "1,6 г",
        "Fats": "7,3 г",
        "Urglevodi": "8,6 г"
    },
    {
        "Title": "Винегрет из перца с картофелем",
        "Calories": "97,4 кКал",
        "Proteins": "3 г",
        "Fats": "6,2 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Винегрет из фруктов и овощей",
        "Calories": "128,5 кКал",
        "Proteins": "2,1 г",
        "Fats": "8,2 г",
        "Urglevodi": "12,4 г"
    },
    {
        "Title": "Винегрет овощной",
        "Calories": "76,6 кКал",
        "Proteins": "1,7 г",
        "Fats": "4,9 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Винегрет овощной",
        "Calories": "158,7 кКал",
        "Proteins": "5,7 г",
        "Fats": "8,4 г",
        "Urglevodi": "16,2 г"
    },
    {
        "Title": "Винегрет по-румынски",
        "Calories": "208,1 кКал",
        "Proteins": "6,2 г",
        "Fats": "16,8 г",
        "Urglevodi": "8,7 г"
    },
    {
        "Title": "Винегрет с консервированным мясом",
        "Calories": "215 кКал",
        "Proteins": "10,3 г",
        "Fats": "15,4 г",
        "Urglevodi": "9,5 г"
    },
    {
        "Title": "Винегрет с селедкой",
        "Calories": "119,1 кКал",
        "Proteins": "4,5 г",
        "Fats": "6,9 г",
        "Urglevodi": "10,5 г"
    },
    {
        "Title": "Винегрет с сельдью",
        "Calories": "179,2 кКал",
        "Proteins": "9,1 г",
        "Fats": "13 г",
        "Urglevodi": "6,8 г"
    },
    {
        "Title": "Диетический салат из свеклы и яблок",
        "Calories": "94,2 кКал",
        "Proteins": "0,8 г",
        "Fats": "3 г",
        "Urglevodi": "17 г"
    },
    {
        "Title": "Жареный салат \"Универсал\"",
        "Calories": "26,6 кКал",
        "Proteins": "1 г",
        "Fats": "0,2 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Морковный салат",
        "Calories": "88,2 кКал",
        "Proteins": "0,8 г",
        "Fats": "7,5 г",
        "Urglevodi": "4,7 г"
    },
    {
        "Title": "Морковь с помидорами и яблоками",
        "Calories": "44,4 кКал",
        "Proteins": "0,8 г",
        "Fats": "1,6 г",
        "Urglevodi": "7 г"
    },
    {
        "Title": "Огуречный салат",
        "Calories": "131,5 кКал",
        "Proteins": "3,7 г",
        "Fats": "12 г",
        "Urglevodi": "2,2 г"
    },
    {
        "Title": "Окрошка",
        "Calories": "75,7 кКал",
        "Proteins": "3,7 г",
        "Fats": "5,1 г",
        "Urglevodi": "4 г"
    },
    {
        "Title": "Окрошка",
        "Calories": "57,2 кКал",
        "Proteins": "2,4 г",
        "Fats": "3,2 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Окрошка мясная",
        "Calories": "89,1 кКал",
        "Proteins": "7 г",
        "Fats": "4,8 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Окрошка овощная",
        "Calories": "48,1 кКал",
        "Proteins": "1,9 г",
        "Fats": "1,9 г",
        "Urglevodi": "6,4 г"
    },
    {
        "Title": "Окрошка сборная мясная",
        "Calories": "95,1 кКал",
        "Proteins": "5,1 г",
        "Fats": "6,4 г",
        "Urglevodi": "4,6 г"
    },
    {
        "Title": "Оригинальный салат",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Пестрый летний салат",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Пестрый салат",
        "Calories": "73,9 кКал",
        "Proteins": "3,7 г",
        "Fats": "1,9 г",
        "Urglevodi": "11,2 г"
    },
    {
        "Title": "Печеночный салат",
        "Calories": "104,7 кКал",
        "Proteins": "8,2 г",
        "Fats": "7,5 г",
        "Urglevodi": "1,1 г"
    },
    {
        "Title": "Пикантный салат",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Помидоры с огурцами и перцем",
        "Calories": "30,7 кКал",
        "Proteins": "1 г",
        "Fats": "0,9 г",
        "Urglevodi": "5 г"
    },
    {
        "Title": "Помидоры с огурцами и яблоками",
        "Calories": "65,7 кКал",
        "Proteins": "0,8 г",
        "Fats": "4,9 г",
        "Urglevodi": "4,8 г"
    },
    {
        "Title": "Помидоры с чесночной заправкой",
        "Calories": "70,9 кКал",
        "Proteins": "3,9 г",
        "Fats": "1,9 г",
        "Urglevodi": "10,1 г"
    },
    {
        "Title": "Помидоры, фаршированные  салатом из яблок и огурцов",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Помидоры, фаршированные салатом из яблок и огурцов.",
        "Calories": "53,5 кКал",
        "Proteins": "0,7 г",
        "Fats": "3,2 г",
        "Urglevodi": "5,8 г"
    },
    {
        "Title": "Редиска со сметаной",
        "Calories": "103,5 кКал",
        "Proteins": "2,7 г",
        "Fats": "9 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Редька в сметане",
        "Calories": "111,8 кКал",
        "Proteins": "2 г",
        "Fats": "9,2 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Рыбный салат",
        "Calories": "145,6 кКал",
        "Proteins": "5,1 г",
        "Fats": "12 г",
        "Urglevodi": "4,5 г"
    },
    {
        "Title": "Рыбный салат",
        "Calories": "207 кКал",
        "Proteins": "9,3 г",
        "Fats": "18,3 г",
        "Urglevodi": "1,4 г"
    },
    {
        "Title": "Салат \"Ак-идель\" (рыбный с рисом по-башкирски)",
        "Calories": "368,8 кКал",
        "Proteins": "18,4 г",
        "Fats": "29,6 г",
        "Urglevodi": "7,5 г"
    },
    {
        "Title": "Салат \"Архиерейский\"",
        "Calories": "221,5 кКал",
        "Proteins": "5,9 г",
        "Fats": "20,8 г",
        "Urglevodi": "3 г"
    },
    {
        "Title": "Салат \"Весна\"",
        "Calories": "90,3 кКал",
        "Proteins": "3 г",
        "Fats": "7,4 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Салат \"Гнездо глухаря\"",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Салат \"Гранат\"",
        "Calories": "225,9 кКал",
        "Proteins": "4,7 г",
        "Fats": "18 г",
        "Urglevodi": "12 г"
    },
    {
        "Title": "Салат \"Гранатовый браслет\"",
        "Calories": "166,6 кКал",
        "Proteins": "3,9 г",
        "Fats": "14,2 г",
        "Urglevodi": "6,1 г"
    },
    {
        "Title": "Салат \"Грибки\"",
        "Calories": "77,6 кКал",
        "Proteins": "6,5 г",
        "Fats": "4,7 г",
        "Urglevodi": "2,6 г"
    },
    {
        "Title": "Салат \"Золушка\"",
        "Calories": "0 кКал",
        "Proteins": "0 г",
        "Fats": "0 г",
        "Urglevodi": "0 г"
    },
    {
        "Title": "Салат \"Киевский\"",
        "Calories": "160,9 кКал",
        "Proteins": "5 г",
        "Fats": "12 г",
        "Urglevodi": "8,8 г"
    },
    {
        "Title": "Салат \"Копенгагенский\"",
        "Calories": "75,7 кКал",
        "Proteins": "3 г",
        "Fats": "4,8 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Салат \"Кремлевский\"",
        "Calories": "252,3 кКал",
        "Proteins": "5,8 г",
        "Fats": "22,1 г",
        "Urglevodi": "7,9 г"
    },
    {
        "Title": "Салат \"Летний\"",
        "Calories": "102,5 кКал",
        "Proteins": "3,6 г",
        "Fats": "7,5 г",
        "Urglevodi": "5,4 г"
    },
    {
        "Title": "Салат \"Матрешки\"",
        "Calories": "125,9 кКал",
        "Proteins": "11,4 г",
        "Fats": "8,4 г",
        "Urglevodi": "1,2 г"
    },
    {
        "Title": "Салат \"Мимоза\"",
        "Calories": "296,6 кКал",
        "Proteins": "6,3 г",
        "Fats": "28,3 г",
        "Urglevodi": "4,4 г"
    },
    {
        "Title": "Салат \"Молдова\"",
        "Calories": "283,5 кКал",
        "Proteins": "5,5 г",
        "Fats": "20,4 г",
        "Urglevodi": "20,7 г"
    },
    {
        "Title": "Салат \"Московский\"",
        "Calories": "280,3 кКал",
        "Proteins": "4,7 г",
        "Fats": "24,7 г",
        "Urglevodi": "10,5 г"
    },
    {
        "Title": "Салат \"Невеста\"",
        "Calories": "218,7 кКал",
        "Proteins": "4,3 г",
        "Fats": "18,5 г",
        "Urglevodi": "9,4 г"
    },
    {
        "Title": "Салат \"Нежность\"",
        "Calories": "211 кКал",
        "Proteins": "5,1 г",
        "Fats": "8,7 г",
        "Urglevodi": "30 г"
    },
    {
        "Title": "Салат \"Обжарка\"",
        "Calories": "132,6 кКал",
        "Proteins": "3,8 г",
        "Fats": "11,9 г",
        "Urglevodi": "2,7 г"
    },
    {
        "Title": "Салат \"Осенний\" из свежих овощей с рыбой",
        "Calories": "123 кКал",
        "Proteins": "8,3 г",
        "Fats": "7,7 г",
        "Urglevodi": "5,5 г"
    },
    {
        "Title": "Салат \"Острый\" из картофеля с ветчиной и чесноком",
        "Calories": "175 кКал",
        "Proteins": "5,9 г",
        "Fats": "10,3 г",
        "Urglevodi": "15,5 г"
    },
    {
        "Title": "Салат \"Петровский\" грибной с квашеной капустой и огурцами",
        "Calories": "110,5 кКал",
        "Proteins": "1,5 г",
        "Fats": "10,3 г",
        "Urglevodi": "3,1 г"
    },
    {
        "Title": "Салат \"Приятное с полезным\"",
        "Calories": "101,7 кКал",
        "Proteins": "8,5 г",
        "Fats": "0,7 г",
        "Urglevodi": "16,5 г"
    },
    {
        "Title": "Салат \"Тихая заводь\"",
        "Calories": "259,9 кКал",
        "Proteins": "7,8 г",
